Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2015,HVAC Engineer,"hvac design, duct design, revit mep, load calculation",9.21,673,"hvac design, duct design",2,Fresher
2016,Project Engineer,"scheduling, risk register, stakeholder management",7.42,662,"scheduling, risk register",2,Senior
2015,Quality Engineer,"capa, iso standards, spc, metrology",19.34,802,"iso standards, capa",2,Fresher
2016,Design Engineer,"fea, gd and t, cad, drafting",11.02,775,"cad, fea",2,Mid
2025,Maintenance Engineer,"reliability, preventive maintenance, troubleshooting",10.24,704,"preventive maintenance, reliability, troubleshooting",3,Mid
2019,Quality Engineer,"spc, metrology, capa, iso standards",9.21,550,"capa, spc, iso standards, root cause analysis",4,Mid
2017,Project Engineer,"risk register, scheduling, ms project, budgeting, stakeholder management",4.05,840,"budgeting, scheduling, stakeholder management",3,Fresher
2019,Robotics Automation Engineer,"safety pl, plc, scada",16.66,915,"safety pl, plc, scada",3,Senior
2015,Project Engineer,"scheduling, ms project, budgeting, risk register, stakeholder management",18.0,778,"budgeting, ms project",2,Senior
2019,Maintenance Engineer,"vibration analysis, cmms, preventive maintenance, reliability, troubleshooting",7.68,917,"troubleshooting, reliability, preventive maintenance, cmms",4,Fresher
2022,HVAC Engineer,"duct design, thermodynamics, revit mep, load calculation, hvac design",10.78,286,"duct design, thermodynamics, revit mep, load calculation, hvac design",5,Senior
2017,Manufacturing Engineer,"lean six sigma, process mapping, production planning, cnc, kaizen",15.96,659,"process mapping, kaizen, production planning, lean six sigma",4,Mid
2022,CAE Engineer,"meshing, simulation, cfd",13.45,870,"simulation, cfd",2,Mid
2019,Robotics Automation Engineer,"plc, safety pl, robotics, motion control",6.85,864,"plc, motion control, safety pl, robotics",4,Fresher
2017,Maintenance Engineer,"reliability, troubleshooting, preventive maintenance, cmms",12.79,751,"preventive maintenance, reliability, cmms, troubleshooting",4,Mid
2018,Robotics Automation Engineer,"plc, scada, robotics",4.96,625,"plc, robotics, scada",3,Senior
2025,CAE Engineer,"simulation, ansys, structural analysis",13.04,581,"simulation, structural analysis, ansys",3,Senior
2020,Manufacturing Engineer,"cnc, production planning, kaizen, lean six sigma, process mapping",16.76,759,"lean six sigma, production planning, kaizen, cnc, process mapping",5,Mid
2021,Quality Engineer,"capa, root cause analysis, spc, iso standards",12.46,587,"capa, root cause analysis, iso standards",3,Mid
2024,Robotics Automation Engineer,"plc, robotics, safety pl",17.14,872,"robotics, safety pl, plc, scada",4,Senior
2019,CAE Engineer,"cfd, simulation, structural analysis",13.75,637,"simulation, cfd, meshing",3,Senior
2020,Maintenance Engineer,"reliability, cmms, preventive maintenance, troubleshooting, vibration analysis",4.58,670,"troubleshooting, preventive maintenance, vibration analysis",3,Fresher
2017,Project Engineer,"risk register, scheduling, budgeting, ms project",15.79,930,"risk register, budgeting, stakeholder management",3,Senior
2022,Robotics Automation Engineer,"scada, safety pl, robotics, plc, motion control",17.42,913,"robotics, plc, motion control",3,Fresher
2020,Quality Engineer,"iso standards, metrology, spc, capa",12.21,550,"capa, metrology, iso standards, spc, root cause analysis",5,Fresher
2018,CAE Engineer,"ansys, cfd, simulation, meshing",13.02,1434,"cfd, simulation",2,Senior
2018,CAE Engineer,"cfd, simulation, meshing, ansys",17.11,716,"cfd, meshing, ansys, simulation",4,Senior
2020,Design Engineer,"gd and t, mechanical design, fea",12.61,758,"fea, gd and t",2,Fresher
2021,Quality Engineer,"capa, root cause analysis, spc, iso standards, metrology",10.74,682,"root cause analysis, metrology, spc",3,Senior
2015,Quality Engineer,"root cause analysis, metrology, iso standards, spc, capa",13.58,668,"spc, iso standards, capa, root cause analysis, metrology",5,Mid
2017,Manufacturing Engineer,"production planning, cnc, process mapping",9.46,739,"cnc, production planning",2,Mid
2020,HVAC Engineer,"duct design, thermodynamics, revit mep",11.35,571,"thermodynamics, revit mep, duct design",3,Mid
2015,Project Engineer,"scheduling, risk register, budgeting, stakeholder management",9.39,1086,"scheduling, risk register",2,Mid
2020,CAE Engineer,"structural analysis, cfd, meshing, ansys, simulation",20.7,851,"structural analysis, ansys, simulation",3,Fresher
2021,Quality Engineer,"spc, metrology, iso standards, capa",20.85,752,"spc, iso standards, capa",3,Senior
2016,Quality Engineer,"spc, capa, root cause analysis",7.16,645,"capa, spc, root cause analysis",3,Senior
2024,Manufacturing Engineer,"lean six sigma, cnc, process mapping, kaizen",6.06,441,"process mapping, lean six sigma, kaizen, cnc",4,Mid
2024,Design Engineer,"solidworks, fea, gd and t, mechanical design, cad",9.92,691,"cad, gd and t, solidworks",3,Mid
2022,Manufacturing Engineer,"process mapping, production planning, lean six sigma, kaizen",18.36,973,"kaizen, production planning, process mapping, lean six sigma",4,Mid
2018,CAE Engineer,"cfd, structural analysis, simulation",12.26,468,"simulation, cfd, ansys",3,Senior
2023,Quality Engineer,"capa, metrology, iso standards, spc",15.46,493,"iso standards, spc, metrology",3,Senior
2022,Project Engineer,"stakeholder management, budgeting, scheduling",7.83,682,"scheduling, stakeholder management, budgeting, risk register",4,Fresher
2025,Project Engineer,"scheduling, stakeholder management, budgeting, risk register",8.52,921,"scheduling, stakeholder management, budgeting, risk register, ms project",5,Senior
2020,Design Engineer,"cad, gd and t, mechanical design, solidworks",17.26,558,"cad, mechanical design, gd and t, solidworks, drafting",5,Fresher
2016,Maintenance Engineer,"cmms, reliability, troubleshooting, vibration analysis, preventive maintenance",5.92,536,"vibration analysis, cmms, reliability, preventive maintenance, troubleshooting",5,Senior
2018,Quality Engineer,"root cause analysis, spc, iso standards",7.16,630,"iso standards, spc, root cause analysis, capa",4,Fresher
2024,Maintenance Engineer,"troubleshooting, cmms, reliability",16.84,703,"troubleshooting, cmms, reliability, vibration analysis",4,Mid
2019,CAE Engineer,"structural analysis, cfd, simulation",8.21,815,"cfd, simulation, structural analysis",3,Fresher
2025,Quality Engineer,"iso standards, spc, metrology, root cause analysis, capa",9.84,677,"root cause analysis, iso standards, metrology, spc",4,Fresher
2017,Quality Engineer,"root cause analysis, iso standards, capa, metrology",17.23,677,"capa, metrology, iso standards, root cause analysis",4,Mid
2020,Design Engineer,"fea, solidworks, gd and t, cad, mechanical design",4.01,869,"fea, gd and t, mechanical design",3,Mid
2020,HVAC Engineer,"revit mep, load calculation, duct design, hvac design, thermodynamics",20.49,525,"revit mep, thermodynamics, hvac design, duct design",4,Mid
2018,Quality Engineer,"capa, root cause analysis, metrology",19.75,690,"root cause analysis, metrology, capa, spc",4,Fresher
2016,Quality Engineer,"spc, metrology, root cause analysis, iso standards, capa",5.04,448,"root cause analysis, spc",2,Senior
2024,Design Engineer,"gd and t, solidworks, cad, drafting, mechanical design",14.16,394,"solidworks, mechanical design, gd and t, drafting",4,Mid
2015,HVAC Engineer,"hvac design, load calculation, revit mep, duct design",18.57,727,"load calculation, revit mep, duct design, hvac design",4,Fresher
2017,Robotics Automation Engineer,"robotics, safety pl, motion control, scada",5.03,798,"motion control, robotics, safety pl, scada",4,Fresher
2023,Quality Engineer,"capa, spc, root cause analysis, iso standards",14.64,400,"iso standards, root cause analysis, spc",3,Fresher
2025,Maintenance Engineer,"preventive maintenance, troubleshooting, reliability, vibration analysis, cmms",15.61,753,"reliability, cmms, troubleshooting, vibration analysis, preventive maintenance",5,Senior
2015,Robotics Automation Engineer,"plc, scada, motion control",7.12,440,"plc, motion control",2,Senior
2025,Robotics Automation Engineer,"safety pl, robotics, scada",7.77,673,"scada, robotics, safety pl",3,Mid
2022,Manufacturing Engineer,"process mapping, lean six sigma, kaizen",20.18,632,"process mapping, lean six sigma, kaizen",3,Senior
2017,Manufacturing Engineer,"lean six sigma, cnc, process mapping, production planning, kaizen",18.54,603,"kaizen, lean six sigma, production planning, cnc, process mapping",5,Fresher
2023,Quality Engineer,"root cause analysis, capa, iso standards, metrology",15.72,751,"root cause analysis, metrology",2,Fresher
2016,HVAC Engineer,"thermodynamics, load calculation, duct design, revit mep",18.98,711,"revit mep, thermodynamics, duct design, load calculation",4,Fresher
2022,Maintenance Engineer,"troubleshooting, vibration analysis, cmms, preventive maintenance",5.71,445,"troubleshooting, cmms, vibration analysis, preventive maintenance",4,Mid
2019,Design Engineer,"fea, cad, gd and t, drafting, solidworks",13.47,920,"drafting, fea, cad, solidworks",4,Fresher
2023,HVAC Engineer,"revit mep, hvac design, thermodynamics, duct design, load calculation",6.18,769,"load calculation, thermodynamics, hvac design",3,Senior
2025,Robotics Automation Engineer,"robotics, safety pl, motion control",20.82,447,"safety pl, robotics, motion control",3,Mid
2023,Design Engineer,"cad, drafting, solidworks, gd and t, fea, mechanical design",6.82,604,"fea, gd and t, mechanical design, drafting, solidworks",5,Mid
2016,Design Engineer,"fea, solidworks, drafting",3.99,512,"drafting, fea, solidworks, gd and t",4,Senior
2016,HVAC Engineer,"duct design, hvac design, load calculation, thermodynamics",21.38,817,"load calculation, duct design, hvac design, thermodynamics, revit mep",5,Fresher
2019,Maintenance Engineer,"reliability, preventive maintenance, troubleshooting, vibration analysis",10.92,519,"reliability, vibration analysis, preventive maintenance, troubleshooting, cmms",5,Fresher
2018,Quality Engineer,"capa, root cause analysis, metrology, iso standards",8.72,789,"capa, root cause analysis, metrology, iso standards, spc",5,Mid
2017,HVAC Engineer,"load calculation, thermodynamics, revit mep, hvac design, duct design",4.58,772,"revit mep, hvac design, duct design, thermodynamics",4,Fresher
2020,Maintenance Engineer,"preventive maintenance, troubleshooting, cmms, vibration analysis",15.95,681,"troubleshooting, vibration analysis",2,Fresher
2015,Project Engineer,"scheduling, stakeholder management, ms project, risk register",15.61,942,"risk register, scheduling, stakeholder management, ms project, budgeting",5,Senior
2024,Quality Engineer,"root cause analysis, capa, metrology",5.31,439,"metrology, root cause analysis, spc",3,Mid
2016,Robotics Automation Engineer,"motion control, safety pl, plc",6.63,700,"safety pl, plc, motion control",3,Mid
2022,Quality Engineer,"spc, root cause analysis, capa, iso standards",6.76,703,"iso standards, capa, root cause analysis, spc",4,Fresher
2019,HVAC Engineer,"hvac design, load calculation, revit mep, thermodynamics",17.13,136,"hvac design, thermodynamics, load calculation",3,Mid
2017,Design Engineer,"mechanical design, drafting, cad, solidworks",20.56,653,"cad, solidworks, mechanical design",3,Senior
2023,Quality Engineer,"metrology, capa, iso standards, spc",8.05,594,"capa, iso standards, metrology",3,Fresher
2025,Maintenance Engineer,"preventive maintenance, troubleshooting, reliability, cmms",13.94,487,"troubleshooting, reliability, preventive maintenance, cmms",4,Mid
2024,Manufacturing Engineer,"lean six sigma, process mapping, production planning, cnc",10.56,711,"production planning, process mapping",2,Mid
2019,Design Engineer,"mechanical design, gd and t, drafting, fea, cad",14.43,842,"gd and t, mechanical design, drafting, fea",4,Mid
2022,Project Engineer,"scheduling, stakeholder management, risk register, ms project, budgeting",8.44,561,"stakeholder management, scheduling, budgeting, ms project, risk register",5,Senior
2018,Design Engineer,"mechanical design, fea, gd and t, drafting, cad, solidworks",13.46,591,"gd and t, mechanical design, solidworks, fea, cad",5,Fresher
2020,CAE Engineer,"cfd, meshing, simulation, structural analysis, ansys",7.91,877,"structural analysis, ansys",2,Senior
2023,Robotics Automation Engineer,"robotics, plc, scada, motion control, safety pl",7.55,711,"scada, robotics, safety pl, plc",4,Senior
2017,Robotics Automation Engineer,"motion control, robotics, safety pl, plc, scada",15.92,711,"motion control, robotics, plc",3,Fresher
2022,Manufacturing Engineer,"lean six sigma, kaizen, production planning, process mapping, cnc",14.36,670,"kaizen, cnc, lean six sigma, production planning, process mapping",5,Senior
2017,Project Engineer,"budgeting, ms project, risk register",11.8,998,"budgeting, risk register, ms project",3,Fresher
2017,CAE Engineer,"structural analysis, simulation, meshing, ansys",3.78,639,"meshing, structural analysis, simulation",3,Senior
2021,Design Engineer,"cad, gd and t, drafting, solidworks",17.8,1112,"gd and t, cad, solidworks, drafting",4,Fresher
2024,Manufacturing Engineer,"cnc, lean six sigma, production planning, kaizen",20.33,717,"production planning, kaizen, lean six sigma, cnc, process mapping",5,Fresher
2020,Quality Engineer,"iso standards, root cause analysis, metrology, capa, spc",6.39,653,"spc, root cause analysis, iso standards",3,Mid
2019,CAE Engineer,"meshing, cfd, simulation",8.27,725,"meshing, cfd, simulation, structural analysis",4,Fresher
2016,Project Engineer,"budgeting, risk register, stakeholder management, scheduling, ms project",10.66,900,"ms project, budgeting, stakeholder management",3,Fresher
2021,Design Engineer,"drafting, mechanical design, gd and t, fea, cad",10.86,911,"drafting, cad",2,Fresher
2017,HVAC Engineer,"revit mep, thermodynamics, hvac design, load calculation",4.54,538,"load calculation, thermodynamics, hvac design",3,Senior
2021,Robotics Automation Engineer,"safety pl, plc, scada, motion control",19.72,667,"motion control, plc, scada, safety pl",4,Fresher
2022,Maintenance Engineer,"cmms, preventive maintenance, reliability, vibration analysis",17.28,718,"preventive maintenance, vibration analysis, reliability",3,Fresher
2015,CAE Engineer,"meshing, structural analysis, simulation",19.56,926,"structural analysis, meshing, simulation, cfd",4,Senior
2024,Design Engineer,"cad, solidworks, gd and t, mechanical design",20.44,891,"solidworks, cad, mechanical design",3,Fresher
2017,Design Engineer,"solidworks, gd and t, mechanical design, cad",6.4,753,"cad, gd and t, solidworks",3,Senior
2016,Project Engineer,"risk register, budgeting, scheduling, stakeholder management, ms project",5.42,732,"risk register, stakeholder management, ms project",3,Mid
2021,Maintenance Engineer,"preventive maintenance, cmms, vibration analysis, troubleshooting, reliability",10.6,964,"reliability, preventive maintenance, vibration analysis, troubleshooting, cmms",5,Mid
2024,Manufacturing Engineer,"lean six sigma, cnc, kaizen, process mapping",19.91,678,"process mapping, cnc",2,Senior
2022,Design Engineer,"fea, solidworks, drafting, cad",13.16,647,"cad, fea, drafting, gd and t",4,Senior
2019,Design Engineer,"fea, solidworks, cad, gd and t",6.67,986,"cad, gd and t",2,Mid
2018,Design Engineer,"drafting, gd and t, fea, solidworks",21.01,628,"drafting, fea",2,Fresher
2023,Quality Engineer,"iso standards, capa, root cause analysis, metrology, spc",15.31,600,"capa, metrology",2,Senior
2021,Manufacturing Engineer,"process mapping, lean six sigma, cnc, kaizen, production planning",5.33,840,"kaizen, cnc, process mapping",3,Fresher
2016,Project Engineer,"ms project, budgeting, stakeholder management, scheduling",13.42,1023,"scheduling, budgeting, stakeholder management",3,Senior
2016,CAE Engineer,"ansys, meshing, structural analysis",8.58,628,"meshing, ansys, structural analysis",3,Fresher
2017,Quality Engineer,"iso standards, capa, spc, root cause analysis",18.02,755,"spc, root cause analysis, metrology",3,Fresher
2018,Quality Engineer,"spc, capa, iso standards, root cause analysis, metrology",20.73,654,"root cause analysis, metrology",2,Fresher
2017,Quality Engineer,"capa, metrology, spc, iso standards",21.21,1078,"metrology, iso standards, capa, spc",4,Senior
2017,Robotics Automation Engineer,"safety pl, robotics, plc",12.74,999,"robotics, safety pl, motion control",3,Mid
2015,CAE Engineer,"simulation, structural analysis, meshing, ansys",18.5,715,"ansys, structural analysis, simulation",3,Senior
2016,Design Engineer,"fea, solidworks, cad, drafting, gd and t",9.18,775,"solidworks, cad",2,Mid
2015,Maintenance Engineer,"preventive maintenance, reliability, troubleshooting, vibration analysis, cmms",5.48,558,"troubleshooting, reliability, vibration analysis, preventive maintenance, cmms",5,Mid
2021,Manufacturing Engineer,"lean six sigma, production planning, cnc, kaizen, process mapping",20.67,882,"cnc, process mapping",2,Fresher
2025,CAE Engineer,"cfd, simulation, meshing, structural analysis, ansys",15.03,1102,"structural analysis, meshing, ansys, simulation, cfd",5,Mid
2025,Project Engineer,"scheduling, stakeholder management, budgeting, ms project",20.31,789,"scheduling, budgeting, ms project, stakeholder management",4,Mid
2025,Project Engineer,"risk register, ms project, stakeholder management, scheduling, budgeting",11.53,1098,"stakeholder management, budgeting, scheduling, risk register",4,Fresher
2021,Robotics Automation Engineer,"plc, robotics, motion control",14.0,315,"motion control, plc, robotics",3,Fresher
2025,Design Engineer,"solidworks, fea, gd and t",18.5,466,"solidworks, fea, cad",3,Mid
2021,Design Engineer,"mechanical design, solidworks, drafting, fea, cad",3.57,862,"mechanical design, drafting, cad, solidworks, fea",5,Fresher
2020,Project Engineer,"stakeholder management, budgeting, scheduling, risk register",4.43,662,"budgeting, scheduling, stakeholder management",3,Fresher
2020,Manufacturing Engineer,"cnc, process mapping, production planning, kaizen, lean six sigma",7.7,997,"process mapping, kaizen",2,Fresher
2022,Project Engineer,"budgeting, scheduling, ms project, stakeholder management",8.93,424,"budgeting, stakeholder management, scheduling, ms project",4,Fresher
2024,CAE Engineer,"structural analysis, meshing, ansys",14.59,827,"meshing, structural analysis, ansys",3,Senior
2024,HVAC Engineer,"revit mep, thermodynamics, duct design, hvac design, load calculation",18.27,901,"duct design, revit mep",2,Mid
2018,Robotics Automation Engineer,"motion control, scada, safety pl",6.6,683,"scada, safety pl, motion control",3,Senior
2022,Quality Engineer,"iso standards, root cause analysis, metrology, capa, spc",14.96,306,"iso standards, root cause analysis, capa",3,Fresher
2018,Manufacturing Engineer,"cnc, production planning, kaizen",20.04,773,"cnc, kaizen, production planning, process mapping",4,Fresher
2017,Manufacturing Engineer,"kaizen, lean six sigma, production planning",18.89,1038,"kaizen, production planning, lean six sigma",3,Fresher
2023,Project Engineer,"budgeting, risk register, stakeholder management, scheduling",6.5,523,"stakeholder management, scheduling, risk register, budgeting, ms project",5,Fresher
2023,Maintenance Engineer,"vibration analysis, reliability, troubleshooting, preventive maintenance, cmms",7.08,699,"cmms, troubleshooting, preventive maintenance, reliability, vibration analysis",5,Senior
2019,Design Engineer,"cad, mechanical design, gd and t",16.32,424,"gd and t, mechanical design, cad, drafting",4,Mid
2025,CAE Engineer,"structural analysis, simulation, meshing, ansys, cfd",20.14,449,"structural analysis, simulation",2,Mid
2022,Maintenance Engineer,"reliability, vibration analysis, cmms, troubleshooting",5.39,912,"vibration analysis, troubleshooting, cmms, reliability",4,Fresher
2015,Robotics Automation Engineer,"plc, motion control, scada, robotics",15.45,770,"plc, scada, motion control, robotics",4,Senior
2017,Design Engineer,"solidworks, gd and t, drafting, mechanical design",18.96,744,"drafting, gd and t",2,Senior
2020,Quality Engineer,"root cause analysis, iso standards, metrology, spc, capa",12.13,987,"root cause analysis, metrology, iso standards, spc",4,Senior
2016,Quality Engineer,"metrology, root cause analysis, capa",14.22,718,"capa, metrology, root cause analysis",3,Senior
2023,Manufacturing Engineer,"production planning, process mapping, kaizen, lean six sigma",13.71,276,"kaizen, lean six sigma",2,Senior
2023,Maintenance Engineer,"vibration analysis, cmms, reliability, preventive maintenance",14.18,718,"reliability, cmms, vibration analysis",3,Mid
2025,Maintenance Engineer,"troubleshooting, vibration analysis, cmms, reliability",18.19,537,"troubleshooting, reliability, cmms, vibration analysis",4,Senior
2016,Manufacturing Engineer,"kaizen, process mapping, lean six sigma",8.73,800,"kaizen, process mapping, lean six sigma, production planning",4,Mid
2020,Design Engineer,"cad, mechanical design, solidworks",5.96,857,"cad, solidworks",2,Fresher
2016,Maintenance Engineer,"vibration analysis, reliability, preventive maintenance",11.89,639,"vibration analysis, preventive maintenance, reliability",3,Fresher
2018,Design Engineer,"fea, drafting, solidworks",21.45,572,"solidworks, drafting, fea",3,Mid
2018,Quality Engineer,"iso standards, metrology, capa",14.28,730,"capa, metrology, spc",3,Fresher
2025,Maintenance Engineer,"preventive maintenance, vibration analysis, reliability, cmms, troubleshooting",12.07,581,"vibration analysis, cmms, reliability, troubleshooting, preventive maintenance",5,Fresher
2023,Design Engineer,"mechanical design, solidworks, drafting, cad, gd and t",8.36,454,"cad, drafting",2,Fresher
2016,HVAC Engineer,"thermodynamics, hvac design, duct design",16.59,647,"thermodynamics, hvac design",2,Fresher
2022,Quality Engineer,"capa, iso standards, root cause analysis, spc, metrology",4.36,867,"root cause analysis, spc, metrology",3,Fresher
2019,Quality Engineer,"capa, spc, metrology",9.92,898,"metrology, spc, capa, root cause analysis",4,Mid
2024,Robotics Automation Engineer,"safety pl, plc, robotics, scada",4.41,858,"safety pl, robotics, plc, scada",4,Mid
2024,Design Engineer,"solidworks, drafting, mechanical design, cad, gd and t, fea",11.44,945,"cad, mechanical design",2,Senior
2020,HVAC Engineer,"hvac design, load calculation, duct design, revit mep",12.01,800,"load calculation, hvac design",2,Mid
2021,CAE Engineer,"structural analysis, meshing, simulation, cfd",8.59,808,"cfd, structural analysis",2,Fresher
2020,Manufacturing Engineer,"cnc, production planning, kaizen",9.63,731,"production planning, cnc, lean six sigma",3,Fresher
2021,Maintenance Engineer,"preventive maintenance, vibration analysis, reliability",19.29,386,"preventive maintenance, reliability, vibration analysis",3,Fresher
2019,Manufacturing Engineer,"production planning, kaizen, cnc, process mapping, lean six sigma",6.03,678,"production planning, cnc",2,Senior
2017,Manufacturing Engineer,"cnc, lean six sigma, production planning",11.81,793,"cnc, lean six sigma, production planning, kaizen",4,Senior
2024,HVAC Engineer,"revit mep, hvac design, thermodynamics, load calculation",5.49,579,"thermodynamics, hvac design, revit mep, load calculation",4,Mid
2022,HVAC Engineer,"thermodynamics, revit mep, load calculation, duct design",18.15,665,"load calculation, duct design",2,Mid
2023,Manufacturing Engineer,"cnc, kaizen, lean six sigma, production planning, process mapping",3.75,701,"process mapping, kaizen, cnc",3,Fresher
2016,Manufacturing Engineer,"kaizen, lean six sigma, process mapping, production planning",5.35,738,"kaizen, production planning, lean six sigma, process mapping",4,Fresher
2016,Manufacturing Engineer,"lean six sigma, cnc, production planning, kaizen",12.55,551,"kaizen, cnc, lean six sigma, production planning, process mapping",5,Mid
2022,Design Engineer,"cad, mechanical design, drafting, gd and t",13.68,672,"drafting, cad, mechanical design, gd and t",4,Fresher
2022,Design Engineer,"solidworks, gd and t, mechanical design, cad, drafting",17.15,1082,"cad, mechanical design",2,Mid
2023,HVAC Engineer,"revit mep, thermodynamics, duct design, load calculation, hvac design",10.09,571,"revit mep, load calculation",2,Fresher
2018,Maintenance Engineer,"vibration analysis, cmms, reliability, preventive maintenance",14.81,736,"preventive maintenance, cmms, vibration analysis",3,Mid
2025,Manufacturing Engineer,"production planning, cnc, process mapping, lean six sigma",20.17,637,"process mapping, lean six sigma",2,Fresher
2022,Robotics Automation Engineer,"safety pl, robotics, plc, scada",13.8,741,"scada, plc, safety pl",3,Senior
2019,Project Engineer,"stakeholder management, risk register, ms project",15.89,703,"stakeholder management, ms project, risk register, scheduling",4,Senior
2025,CAE Engineer,"meshing, ansys, simulation, structural analysis",20.12,776,"simulation, structural analysis, meshing, ansys",4,Mid
2020,HVAC Engineer,"load calculation, duct design, thermodynamics, revit mep",18.8,894,"duct design, thermodynamics, load calculation, revit mep, hvac design",5,Senior
2025,Manufacturing Engineer,"production planning, kaizen, lean six sigma, process mapping, cnc",11.34,959,"cnc, process mapping, production planning",3,Fresher
2021,Manufacturing Engineer,"kaizen, production planning, lean six sigma, cnc, process mapping",18.84,704,"kaizen, production planning, cnc, lean six sigma",4,Senior
2021,Maintenance Engineer,"vibration analysis, preventive maintenance, reliability, cmms, troubleshooting",16.71,327,"cmms, troubleshooting, vibration analysis, reliability, preventive maintenance",5,Senior
2023,Robotics Automation Engineer,"plc, safety pl, motion control, robotics, scada",13.25,489,"scada, robotics, safety pl, plc",4,Senior
2018,CAE Engineer,"structural analysis, ansys, cfd, meshing, simulation",4.17,1089,"simulation, structural analysis",2,Senior
2024,Quality Engineer,"capa, metrology, spc",19.4,861,"capa, metrology, spc",3,Senior
2016,Design Engineer,"drafting, cad, mechanical design, fea",17.98,676,"drafting, cad, mechanical design",3,Fresher
2025,Maintenance Engineer,"reliability, cmms, vibration analysis, troubleshooting, preventive maintenance",18.97,735,"cmms, vibration analysis, troubleshooting, reliability, preventive maintenance",5,Fresher
2024,Robotics Automation Engineer,"safety pl, plc, scada",15.8,622,"scada, safety pl, plc",3,Mid
2020,Robotics Automation Engineer,"robotics, scada, plc",21.6,679,"scada, robotics, plc",3,Fresher
2022,Manufacturing Engineer,"cnc, process mapping, kaizen",7.95,846,"process mapping, cnc, kaizen",3,Senior
2019,Project Engineer,"ms project, scheduling, stakeholder management, risk register, budgeting",7.78,913,"scheduling, risk register, budgeting, ms project",4,Mid
2025,Maintenance Engineer,"reliability, cmms, vibration analysis",8.54,695,"cmms, reliability",2,Senior
2018,Quality Engineer,"root cause analysis, capa, metrology, spc, iso standards",19.38,906,"root cause analysis, capa, iso standards",3,Senior
2016,Project Engineer,"ms project, risk register, budgeting, scheduling",17.44,350,"budgeting, risk register, scheduling, ms project",4,Mid
2019,Manufacturing Engineer,"cnc, process mapping, production planning, lean six sigma, kaizen",18.08,624,"cnc, process mapping, kaizen, production planning",4,Senior
2015,HVAC Engineer,"duct design, revit mep, thermodynamics, hvac design, load calculation",10.33,402,"duct design, thermodynamics",2,Mid
2022,Manufacturing Engineer,"process mapping, lean six sigma, cnc, kaizen",13.49,711,"process mapping, cnc, lean six sigma",3,Fresher
2025,HVAC Engineer,"load calculation, thermodynamics, duct design",8.71,996,"thermodynamics, duct design, load calculation, hvac design",4,Fresher
2023,Robotics Automation Engineer,"scada, robotics, plc, motion control, safety pl",21.2,607,"safety pl, plc",2,Fresher
2025,CAE Engineer,"ansys, simulation, meshing, cfd",5.83,842,"simulation, cfd, ansys, meshing",4,Senior
2024,Manufacturing Engineer,"lean six sigma, production planning, process mapping",21.11,903,"lean six sigma, process mapping, production planning",3,Mid
2015,Quality Engineer,"capa, iso standards, metrology, root cause analysis, spc",11.17,629,"root cause analysis, iso standards",2,Fresher
2024,CAE Engineer,"ansys, structural analysis, simulation, meshing",12.41,718,"ansys, simulation",2,Mid
2025,CAE Engineer,"simulation, ansys, meshing, structural analysis",11.19,289,"meshing, simulation, ansys",3,Senior
2017,Manufacturing Engineer,"cnc, production planning, process mapping, lean six sigma, kaizen",7.19,878,"cnc, production planning, kaizen, process mapping",4,Fresher
2019,Manufacturing Engineer,"lean six sigma, process mapping, kaizen",19.62,734,"lean six sigma, process mapping, kaizen",3,Mid
2025,Design Engineer,"drafting, solidworks, gd and t, cad",10.58,536,"drafting, solidworks, cad, gd and t, mechanical design",5,Fresher
2023,Quality Engineer,"metrology, capa, iso standards, spc",14.84,828,"capa, metrology, spc",3,Fresher
2018,Manufacturing Engineer,"lean six sigma, kaizen, cnc",12.19,452,"cnc, lean six sigma",2,Senior
2018,Maintenance Engineer,"cmms, troubleshooting, reliability, vibration analysis, preventive maintenance",5.19,955,"cmms, troubleshooting, reliability",3,Fresher
2017,Quality Engineer,"spc, iso standards, capa, root cause analysis",7.74,532,"capa, root cause analysis, spc",3,Senior
2016,CAE Engineer,"cfd, meshing, ansys, simulation",7.26,718,"simulation, ansys, meshing, cfd",4,Fresher
2017,CAE Engineer,"ansys, cfd, structural analysis, simulation, meshing",9.8,861,"meshing, ansys, cfd, simulation, structural analysis",5,Senior
2019,Project Engineer,"scheduling, stakeholder management, budgeting, risk register",15.42,280,"risk register, scheduling, budgeting, stakeholder management",4,Fresher
2020,Robotics Automation Engineer,"plc, safety pl, robotics, motion control, scada",7.75,573,"scada, robotics, safety pl, plc, motion control",5,Senior
2023,HVAC Engineer,"hvac design, duct design, revit mep, load calculation",4.45,536,"load calculation, hvac design",2,Senior
2019,Design Engineer,"cad, drafting, gd and t, solidworks, mechanical design, fea",21.11,1048,"gd and t, solidworks",2,Fresher
2018,Manufacturing Engineer,"production planning, lean six sigma, cnc, process mapping",5.62,1206,"process mapping, lean six sigma, production planning, cnc, kaizen",5,Mid
2021,CAE Engineer,"meshing, structural analysis, cfd, simulation",18.19,799,"structural analysis, simulation, cfd",3,Senior
2016,Robotics Automation Engineer,"motion control, robotics, plc, safety pl, scada",17.65,700,"motion control, scada, safety pl",3,Mid
2017,Quality Engineer,"capa, metrology, spc, root cause analysis",12.19,950,"metrology, capa, root cause analysis, spc",4,Mid
