Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2025,Control Systems Engineer,"ladder logic, scada, dcs, pid tuning",22.0,875,"scada, ladder logic, dcs",3,Senior
2024,Electrical Maintenance Engineer,"motors, troubleshooting, preventive maintenance, therography, vfd",12.41,1096,"preventive maintenance, therography, motors",3,Fresher
2025,Control Systems Engineer,"plc programming, pid tuning, scada, dcs",21.56,556,"pid tuning, dcs",2,Fresher
2019,Renewable Energy Engineer,"inverters, wind energy, solar pv design",17.76,568,"inverters, solar pv design, wind energy",3,Mid
2021,Protection Engineer,"ct pt sizing, distance protection, differential protection, setting study, relay settings",14.27,890,"relay settings, distance protection, differential protection, ct pt sizing",4,Senior
2024,Renewable Energy Engineer,"solar pv design, mppt, wind energy",10.93,876,"mppt, solar pv design, wind energy",3,Fresher
2019,Electrical Maintenance Engineer,"motors, vfd, therography",21.87,908,"motors, vfd, therography, preventive maintenance",4,Mid
2023,Protection Engineer,"relay settings, setting study, ct pt sizing, differential protection, distance protection",20.92,501,"ct pt sizing, relay settings, setting study, distance protection",4,Mid
2025,Electrical Project Engineer,"fat sat, ms project, commissioning",11.92,739,"commissioning, fat sat, ms project, method statement",4,Mid
2017,Control Systems Engineer,"pid tuning, ladder logic, dcs, plc programming, scada",6.09,959,"pid tuning, scada, dcs, ladder logic",4,Senior
2023,Electrical Project Engineer,"method statement, fat sat, commissioning, electrical estimating",20.89,661,"method statement, electrical estimating, fat sat, commissioning",4,Senior
2018,Power Systems Engineer,"power systems, etap, short circuit analysis",15.49,1082,"short circuit analysis, power systems, load flow",3,Fresher
2018,Renewable Energy Engineer,"inverters, solar pv design, mppt",21.43,618,"inverters, solar pv design, mppt, wind energy",4,Senior
2015,Substation Engineer,"substation design, switchgear, transformers, grounding, clearance calculation",6.14,497,"substation design, transformers",2,Mid
2024,Electrical Maintenance Engineer,"vfd, troubleshooting, preventive maintenance",5.06,1033,"preventive maintenance, troubleshooting, vfd",3,Fresher
2018,Electrical Design Engineer,"cable sizing, load calculation, autocad electrical",12.83,711,"autocad electrical, cable sizing, load calculation, single line diagram",4,Senior
2021,Electrical Design Engineer,"load calculation, nec codes, autocad electrical",6.37,859,"load calculation, nec codes, autocad electrical, cable sizing",4,Fresher
2018,Substation Engineer,"clearance calculation, switchgear, substation design, transformers",14.58,811,"clearance calculation, transformers, switchgear, substation design",4,Fresher
2025,Electrical Project Engineer,"fat sat, method statement, commissioning, electrical estimating, ms project",16.67,533,"method statement, fat sat, ms project",3,Mid
2015,Renewable Energy Engineer,"wind energy, mppt, solar pv design, grid integration",6.77,592,"solar pv design, mppt, wind energy, grid integration",4,Senior
2021,Substation Engineer,"clearance calculation, substation design, grounding, transformers",12.95,778,"clearance calculation, substation design",2,Fresher
2017,Electrical Maintenance Engineer,"vfd, troubleshooting, therography, motors, preventive maintenance",9.2,622,"vfd, preventive maintenance, therography, motors",4,Fresher
2021,Protection Engineer,"setting study, differential protection, distance protection",10.53,436,"differential protection, setting study, distance protection",3,Fresher
2020,Control Systems Engineer,"scada, dcs, ladder logic, pid tuning, plc programming",16.87,801,"scada, pid tuning, ladder logic",3,Fresher
2018,Protection Engineer,"differential protection, relay settings, setting study, distance protection, ct pt sizing",19.37,818,"setting study, differential protection, relay settings, distance protection, ct pt sizing",5,Senior
2018,Electrical Design Engineer,"cable sizing, load calculation, single line diagram, nec codes, autocad electrical",20.27,481,"autocad electrical, cable sizing, nec codes",3,Mid
2024,Protection Engineer,"differential protection, relay settings, ct pt sizing",16.72,1024,"relay settings, ct pt sizing, differential protection",3,Senior
2025,Renewable Energy Engineer,"grid integration, wind energy, mppt, inverters",14.57,475,"inverters, wind energy, grid integration, mppt, solar pv design",5,Fresher
2025,Renewable Energy Engineer,"solar pv design, inverters, wind energy, grid integration, mppt",12.49,253,"wind energy, inverters",2,Senior
2017,Control Systems Engineer,"pid tuning, ladder logic, scada, dcs",4.28,671,"scada, dcs, pid tuning, plc programming",4,Mid
2024,Electrical Design Engineer,"nec codes, autocad electrical, cable sizing, single line diagram",13.51,737,"nec codes, single line diagram, autocad electrical, cable sizing, load calculation",5,Senior
2015,Renewable Energy Engineer,"wind energy, solar pv design, grid integration, mppt, inverters",4.86,594,"mppt, solar pv design",2,Fresher
2016,Electrical Maintenance Engineer,"preventive maintenance, motors, troubleshooting, therography, vfd",9.51,566,"vfd, motors",2,Senior
2016,Electrical Design Engineer,"autocad electrical, single line diagram, load calculation, cable sizing",16.92,151,"load calculation, autocad electrical",2,Senior
2022,Renewable Energy Engineer,"wind energy, mppt, solar pv design, inverters, grid integration",7.86,848,"wind energy, inverters, grid integration",3,Senior
2015,Protection Engineer,"ct pt sizing, distance protection, differential protection",6.86,604,"ct pt sizing, differential protection",2,Mid
2020,Substation Engineer,"transformers, clearance calculation, substation design, grounding",20.19,864,"substation design, grounding, transformers, clearance calculation",4,Mid
2020,Control Systems Engineer,"ladder logic, scada, pid tuning, plc programming",16.74,1073,"plc programming, scada, pid tuning",3,Mid
2022,Electrical Project Engineer,"commissioning, electrical estimating, fat sat",10.8,682,"fat sat, commissioning, electrical estimating",3,Mid
2015,Substation Engineer,"clearance calculation, substation design, grounding",21.36,734,"substation design, grounding",2,Mid
2025,Electrical Maintenance Engineer,"preventive maintenance, vfd, troubleshooting, motors",18.01,685,"vfd, motors, troubleshooting",3,Fresher
2023,Electrical Project Engineer,"commissioning, method statement, ms project, electrical estimating, fat sat",20.7,458,"electrical estimating, fat sat, ms project",3,Fresher
2025,Protection Engineer,"relay settings, setting study, differential protection, distance protection, ct pt sizing",10.82,691,"differential protection, setting study, distance protection, relay settings, ct pt sizing",5,Fresher
2017,Control Systems Engineer,"ladder logic, plc programming, dcs",13.16,511,"ladder logic, dcs, plc programming",3,Senior
2019,Renewable Energy Engineer,"grid integration, inverters, solar pv design, wind energy, mppt",15.08,643,"grid integration, wind energy",2,Mid
2017,Power Systems Engineer,"load flow, power systems, relay coordination, etap, short circuit analysis",18.63,888,"load flow, short circuit analysis, relay coordination",3,Fresher
2025,Substation Engineer,"clearance calculation, substation design, transformers, switchgear",20.25,827,"clearance calculation, transformers, substation design, switchgear, grounding",5,Senior
2021,Electrical Maintenance Engineer,"vfd, preventive maintenance, therography, motors",18.23,633,"vfd, preventive maintenance, therography, motors, troubleshooting",5,Mid
2016,Control Systems Engineer,"scada, ladder logic, plc programming, dcs, pid tuning",21.71,549,"plc programming, pid tuning, scada, dcs",4,Mid
2019,Electrical Project Engineer,"ms project, commissioning, method statement",4.88,649,"ms project, method statement, commissioning, fat sat",4,Senior
2015,Substation Engineer,"grounding, substation design, clearance calculation, switchgear, transformers",10.92,607,"transformers, clearance calculation, grounding, substation design, switchgear",5,Fresher
2025,Control Systems Engineer,"pid tuning, dcs, plc programming, scada",10.32,552,"plc programming, pid tuning, dcs, scada",4,Senior
2019,Renewable Energy Engineer,"mppt, wind energy, inverters, grid integration, solar pv design",20.33,815,"inverters, wind energy, solar pv design, grid integration, mppt",5,Senior
2023,Electrical Design Engineer,"cable sizing, single line diagram, autocad electrical, load calculation",13.95,619,"load calculation, cable sizing",2,Senior
2019,Protection Engineer,"relay settings, differential protection, distance protection",12.41,1149,"distance protection, differential protection, relay settings, setting study",4,Senior
2020,Protection Engineer,"relay settings, differential protection, distance protection, ct pt sizing",4.63,658,"distance protection, ct pt sizing, relay settings",3,Fresher
2019,Electrical Maintenance Engineer,"motors, therography, troubleshooting, vfd",18.42,209,"troubleshooting, therography, motors",3,Senior
2019,Electrical Design Engineer,"load calculation, nec codes, autocad electrical",3.6,855,"load calculation, nec codes, autocad electrical",3,Senior
2019,Electrical Design Engineer,"cable sizing, autocad electrical, single line diagram, nec codes, load calculation",5.25,600,"cable sizing, load calculation, single line diagram, nec codes, autocad electrical",5,Fresher
2020,Control Systems Engineer,"ladder logic, plc programming, scada, pid tuning",16.47,819,"pid tuning, ladder logic, scada, plc programming",4,Mid
2024,Renewable Energy Engineer,"wind energy, mppt, grid integration, inverters, solar pv design",13.31,511,"grid integration, mppt",2,Fresher
2019,Electrical Maintenance Engineer,"vfd, preventive maintenance, motors, therography, troubleshooting",14.41,576,"therography, preventive maintenance",2,Mid
2020,Electrical Maintenance Engineer,"therography, troubleshooting, preventive maintenance, vfd",7.67,519,"troubleshooting, preventive maintenance, therography, vfd",4,Fresher
2017,Control Systems Engineer,"plc programming, scada, pid tuning, dcs, ladder logic",18.82,554,"ladder logic, scada, plc programming, pid tuning, dcs",5,Senior
2021,Renewable Energy Engineer,"wind energy, solar pv design, mppt, inverters",12.56,828,"wind energy, solar pv design, mppt",3,Fresher
2018,Renewable Energy Engineer,"solar pv design, mppt, inverters, grid integration, wind energy",18.84,722,"wind energy, grid integration, mppt",3,Fresher
2015,Electrical Maintenance Engineer,"vfd, troubleshooting, therography, motors, preventive maintenance",17.49,653,"therography, vfd, troubleshooting",3,Fresher
2024,Electrical Maintenance Engineer,"vfd, motors, preventive maintenance, therography",12.56,749,"motors, vfd, preventive maintenance, therography",4,Senior
2023,Control Systems Engineer,"ladder logic, dcs, plc programming",15.66,625,"dcs, ladder logic, plc programming",3,Senior
2018,Control Systems Engineer,"scada, plc programming, dcs, ladder logic, pid tuning",4.98,395,"dcs, scada, plc programming, pid tuning, ladder logic",5,Fresher
2015,Power Systems Engineer,"power systems, short circuit analysis, load flow, relay coordination",7.5,771,"relay coordination, power systems, short circuit analysis, load flow",4,Senior
2020,Protection Engineer,"ct pt sizing, distance protection, setting study",18.94,631,"ct pt sizing, setting study, distance protection",3,Fresher
2023,Electrical Project Engineer,"method statement, fat sat, commissioning, electrical estimating, ms project",17.19,466,"fat sat, ms project, method statement",3,Fresher
2020,Control Systems Engineer,"dcs, pid tuning, plc programming, scada",12.78,928,"dcs, plc programming, scada, pid tuning",4,Fresher
2015,Substation Engineer,"transformers, grounding, clearance calculation, substation design, switchgear",11.1,835,"clearance calculation, substation design, grounding, transformers",4,Fresher
2019,Electrical Design Engineer,"load calculation, nec codes, cable sizing, single line diagram",5.16,725,"load calculation, cable sizing, single line diagram",3,Fresher
2019,Control Systems Engineer,"ladder logic, pid tuning, dcs, scada",14.89,561,"pid tuning, dcs, scada, ladder logic",4,Fresher
2019,Substation Engineer,"transformers, grounding, substation design, switchgear, clearance calculation",12.53,684,"transformers, switchgear, clearance calculation, grounding",4,Mid
2025,Renewable Energy Engineer,"solar pv design, inverters, mppt, wind energy",19.41,516,"wind energy, solar pv design, mppt, inverters",4,Fresher
2018,Electrical Design Engineer,"nec codes, cable sizing, single line diagram, load calculation",7.15,615,"single line diagram, load calculation, nec codes, cable sizing, autocad electrical",5,Mid
2025,Substation Engineer,"switchgear, transformers, substation design, grounding, clearance calculation",10.04,948,"substation design, switchgear, grounding",3,Fresher
2024,Protection Engineer,"distance protection, differential protection, relay settings",12.95,197,"differential protection, relay settings, distance protection",3,Senior
2019,Electrical Design Engineer,"single line diagram, load calculation, autocad electrical",14.21,596,"single line diagram, load calculation, autocad electrical",3,Fresher
2017,Control Systems Engineer,"scada, ladder logic, pid tuning, plc programming, dcs",11.29,856,"scada, dcs, plc programming, pid tuning",4,Senior
2021,Renewable Energy Engineer,"grid integration, mppt, inverters, wind energy",4.11,661,"mppt, inverters",2,Fresher
2023,Protection Engineer,"differential protection, setting study, ct pt sizing, distance protection, relay settings",11.91,759,"distance protection, differential protection, relay settings",3,Mid
2018,Protection Engineer,"distance protection, relay settings, differential protection, ct pt sizing, setting study",12.15,858,"distance protection, relay settings, setting study",3,Senior
2023,Electrical Project Engineer,"electrical estimating, commissioning, method statement, ms project, fat sat",11.11,691,"ms project, fat sat, electrical estimating",3,Senior
2025,Protection Engineer,"differential protection, relay settings, ct pt sizing, distance protection, setting study",15.99,616,"setting study, ct pt sizing, relay settings",3,Mid
2021,Protection Engineer,"differential protection, relay settings, distance protection, setting study, ct pt sizing",17.46,1143,"ct pt sizing, differential protection, setting study",3,Mid
2019,Electrical Project Engineer,"commissioning, ms project, electrical estimating, method statement",14.02,834,"commissioning, ms project, method statement, electrical estimating, fat sat",5,Senior
2021,Electrical Maintenance Engineer,"troubleshooting, vfd, preventive maintenance",5.84,348,"troubleshooting, vfd, preventive maintenance",3,Senior
2021,Electrical Maintenance Engineer,"therography, preventive maintenance, motors",5.61,849,"therography, motors, preventive maintenance",3,Senior
2023,Control Systems Engineer,"scada, plc programming, pid tuning, dcs, ladder logic",4.04,660,"dcs, plc programming",2,Fresher
2023,Protection Engineer,"ct pt sizing, relay settings, distance protection",4.63,872,"ct pt sizing, distance protection",2,Fresher
2023,Renewable Energy Engineer,"grid integration, solar pv design, wind energy, inverters, mppt",9.14,917,"solar pv design, grid integration, inverters, wind energy",4,Fresher
2019,Electrical Project Engineer,"ms project, fat sat, method statement, commissioning, electrical estimating",5.94,364,"fat sat, commissioning, electrical estimating, method statement",4,Fresher
2018,Power Systems Engineer,"etap, short circuit analysis, relay coordination, load flow, power systems",17.04,334,"load flow, power systems",2,Mid
2017,Electrical Project Engineer,"electrical estimating, commissioning, fat sat, method statement, ms project",18.68,630,"fat sat, electrical estimating, method statement, ms project",4,Fresher
2015,Electrical Design Engineer,"single line diagram, load calculation, autocad electrical",8.69,901,"autocad electrical, single line diagram, load calculation, nec codes",4,Senior
2017,Renewable Energy Engineer,"grid integration, solar pv design, wind energy, mppt, inverters",16.14,811,"solar pv design, grid integration",2,Fresher
2018,Protection Engineer,"distance protection, setting study, ct pt sizing, differential protection, relay settings",20.28,909,"distance protection, relay settings, differential protection, setting study",4,Fresher
2019,Control Systems Engineer,"pid tuning, plc programming, scada",20.62,845,"scada, pid tuning, plc programming, ladder logic",4,Fresher
2015,Electrical Design Engineer,"autocad electrical, nec codes, single line diagram, cable sizing",3.88,518,"cable sizing, autocad electrical, single line diagram, nec codes",4,Senior
2024,Control Systems Engineer,"plc programming, ladder logic, pid tuning, dcs, scada",20.41,889,"pid tuning, dcs, ladder logic, plc programming, scada",5,Mid
2018,Electrical Design Engineer,"autocad electrical, load calculation, cable sizing, nec codes",7.91,618,"nec codes, autocad electrical, cable sizing, load calculation",4,Fresher
2022,Power Systems Engineer,"load flow, short circuit analysis, relay coordination, etap, power systems",21.72,491,"load flow, power systems, relay coordination, etap",4,Senior
2016,Electrical Project Engineer,"commissioning, fat sat, ms project, method statement, electrical estimating",14.0,836,"commissioning, ms project, electrical estimating, fat sat",4,Mid
2017,Renewable Energy Engineer,"inverters, solar pv design, grid integration, wind energy, mppt",16.39,445,"wind energy, grid integration",2,Senior
2016,Electrical Maintenance Engineer,"vfd, troubleshooting, therography, preventive maintenance",4.99,1091,"therography, troubleshooting, preventive maintenance, vfd, motors",5,Fresher
2020,Substation Engineer,"transformers, clearance calculation, grounding, switchgear, substation design",21.66,553,"switchgear, clearance calculation",2,Senior
2024,Power Systems Engineer,"relay coordination, power systems, short circuit analysis",8.69,499,"power systems, relay coordination, short circuit analysis",3,Senior
2023,Power Systems Engineer,"short circuit analysis, load flow, relay coordination",9.6,654,"short circuit analysis, load flow, relay coordination",3,Senior
2020,Renewable Energy Engineer,"solar pv design, wind energy, mppt, inverters, grid integration",3.66,724,"mppt, solar pv design, wind energy",3,Senior
2025,Renewable Energy Engineer,"grid integration, inverters, wind energy",14.75,544,"wind energy, grid integration, inverters",3,Fresher
2021,Renewable Energy Engineer,"grid integration, solar pv design, wind energy, inverters",6.87,845,"solar pv design, grid integration, inverters, wind energy",4,Mid
2022,Power Systems Engineer,"load flow, short circuit analysis, power systems",16.35,1071,"load flow, power systems, short circuit analysis",3,Senior
2016,Electrical Maintenance Engineer,"troubleshooting, vfd, motors",11.58,1278,"motors, troubleshooting, vfd",3,Senior
2025,Substation Engineer,"clearance calculation, switchgear, transformers",11.26,744,"transformers, clearance calculation, switchgear",3,Fresher
2021,Electrical Project Engineer,"commissioning, ms project, fat sat, electrical estimating, method statement",4.77,736,"electrical estimating, commissioning, method statement, ms project, fat sat",5,Fresher
2024,Control Systems Engineer,"dcs, pid tuning, ladder logic, scada, plc programming",4.28,876,"ladder logic, plc programming, pid tuning, dcs",4,Senior
2025,Renewable Energy Engineer,"mppt, solar pv design, grid integration, inverters",8.11,645,"grid integration, mppt, solar pv design, inverters",4,Senior
2019,Power Systems Engineer,"short circuit analysis, power systems, load flow",20.1,543,"load flow, short circuit analysis, power systems",3,Senior
2021,Control Systems Engineer,"dcs, scada, plc programming",3.96,566,"plc programming, scada, dcs",3,Senior
2025,Control Systems Engineer,"plc programming, ladder logic, scada",15.96,437,"scada, ladder logic, plc programming",3,Senior
2021,Renewable Energy Engineer,"mppt, wind energy, grid integration, solar pv design",5.57,602,"wind energy, grid integration, solar pv design",3,Senior
2018,Electrical Design Engineer,"cable sizing, load calculation, autocad electrical, nec codes, single line diagram",16.22,836,"load calculation, single line diagram, nec codes",3,Fresher
2018,Electrical Project Engineer,"fat sat, electrical estimating, ms project, commissioning",6.91,689,"ms project, fat sat, commissioning, electrical estimating",4,Mid
2016,Electrical Maintenance Engineer,"preventive maintenance, therography, troubleshooting, motors",15.05,984,"therography, troubleshooting, motors",3,Fresher
2019,Electrical Project Engineer,"electrical estimating, fat sat, ms project",15.47,1000,"electrical estimating, fat sat",2,Mid
2025,Electrical Project Engineer,"method statement, fat sat, ms project",10.7,840,"fat sat, method statement, ms project",3,Fresher
2025,Electrical Maintenance Engineer,"motors, preventive maintenance, vfd, therography, troubleshooting",17.85,706,"therography, troubleshooting",2,Mid
2023,Protection Engineer,"differential protection, ct pt sizing, relay settings, setting study, distance protection",16.31,650,"differential protection, relay settings",2,Mid
2018,Renewable Energy Engineer,"mppt, wind energy, grid integration",18.26,988,"mppt, wind energy, grid integration, inverters",4,Mid
2016,Electrical Maintenance Engineer,"troubleshooting, therography, vfd, preventive maintenance",18.27,783,"vfd, troubleshooting, therography",3,Fresher
2016,Protection Engineer,"relay settings, distance protection, setting study",5.58,634,"relay settings, setting study, distance protection",3,Fresher
2019,Electrical Design Engineer,"single line diagram, autocad electrical, load calculation, cable sizing, nec codes",5.47,646,"nec codes, single line diagram, cable sizing",3,Senior
2023,Renewable Energy Engineer,"mppt, grid integration, solar pv design, inverters, wind energy",15.19,588,"solar pv design, mppt",2,Fresher
2025,Power Systems Engineer,"short circuit analysis, relay coordination, load flow, power systems",8.96,661,"load flow, short circuit analysis, power systems",3,Mid
2019,Protection Engineer,"differential protection, distance protection, setting study, relay settings, ct pt sizing",12.28,615,"differential protection, relay settings, setting study, distance protection",4,Mid
2025,Protection Engineer,"setting study, differential protection, distance protection, ct pt sizing",13.97,1334,"ct pt sizing, differential protection, setting study, distance protection",4,Mid
2017,Electrical Maintenance Engineer,"therography, motors, vfd, preventive maintenance, troubleshooting",15.74,709,"therography, troubleshooting, preventive maintenance",3,Fresher
2023,Substation Engineer,"switchgear, transformers, grounding, clearance calculation",4.27,621,"clearance calculation, transformers, grounding, switchgear, substation design",5,Mid
2019,Substation Engineer,"grounding, transformers, switchgear",5.67,538,"transformers, grounding, switchgear, substation design",4,Senior
2021,Electrical Project Engineer,"electrical estimating, ms project, commissioning, fat sat, method statement",8.87,555,"commissioning, electrical estimating, method statement, ms project",4,Mid
2018,Control Systems Engineer,"plc programming, pid tuning, scada",21.34,735,"scada, plc programming, pid tuning",3,Mid
2025,Electrical Maintenance Engineer,"therography, motors, troubleshooting, vfd, preventive maintenance",10.09,599,"motors, preventive maintenance",2,Senior
2020,Control Systems Engineer,"ladder logic, pid tuning, plc programming, dcs",9.45,747,"plc programming, pid tuning, ladder logic, dcs",4,Mid
2021,Electrical Project Engineer,"method statement, electrical estimating, commissioning, fat sat, ms project",11.99,637,"method statement, commissioning, electrical estimating",3,Mid
2021,Power Systems Engineer,"etap, power systems, relay coordination, load flow",15.55,454,"etap, relay coordination",2,Fresher
2025,Power Systems Engineer,"load flow, short circuit analysis, power systems, etap, relay coordination",18.03,1169,"relay coordination, etap, short circuit analysis, load flow, power systems",5,Senior
2022,Electrical Design Engineer,"cable sizing, nec codes, autocad electrical, load calculation",6.1,779,"autocad electrical, cable sizing, load calculation",3,Senior
2017,Control Systems Engineer,"dcs, plc programming, scada, ladder logic, pid tuning",6.3,728,"pid tuning, dcs, plc programming",3,Mid
2017,Electrical Design Engineer,"autocad electrical, load calculation, cable sizing",4.93,557,"autocad electrical, cable sizing, load calculation",3,Senior
2017,Renewable Energy Engineer,"grid integration, inverters, solar pv design, wind energy",12.75,751,"wind energy, inverters, solar pv design, grid integration",4,Fresher
2015,Substation Engineer,"switchgear, substation design, clearance calculation",18.26,1003,"substation design, clearance calculation",2,Senior
2023,Substation Engineer,"substation design, switchgear, grounding, transformers",17.58,829,"transformers, grounding, substation design, switchgear",4,Fresher
2023,Protection Engineer,"setting study, distance protection, differential protection, relay settings, ct pt sizing",10.24,490,"setting study, differential protection, relay settings, ct pt sizing, distance protection",5,Mid
2018,Protection Engineer,"distance protection, ct pt sizing, setting study, differential protection, relay settings",12.8,610,"ct pt sizing, distance protection",2,Fresher
2023,Control Systems Engineer,"scada, plc programming, pid tuning",21.97,724,"plc programming, pid tuning, scada, ladder logic",4,Mid
2023,Substation Engineer,"grounding, substation design, clearance calculation, transformers",17.88,1073,"substation design, transformers, clearance calculation",3,Fresher
2015,Electrical Design Engineer,"single line diagram, load calculation, nec codes",15.73,714,"load calculation, nec codes, single line diagram",3,Mid
2020,Electrical Design Engineer,"autocad electrical, cable sizing, load calculation, single line diagram",3.58,783,"cable sizing, autocad electrical, single line diagram, nec codes",4,Senior
2022,Power Systems Engineer,"power systems, etap, relay coordination, short circuit analysis",3.87,549,"relay coordination, etap, short circuit analysis, power systems, load flow",5,Mid
2021,Power Systems Engineer,"relay coordination, load flow, etap, power systems, short circuit analysis",14.49,712,"etap, load flow, short circuit analysis, power systems",4,Mid
2015,Electrical Design Engineer,"load calculation, cable sizing, autocad electrical, nec codes, single line diagram",17.06,725,"cable sizing, autocad electrical, single line diagram, nec codes",4,Mid
2016,Control Systems Engineer,"dcs, scada, pid tuning",15.02,375,"pid tuning, dcs",2,Senior
2015,Power Systems Engineer,"short circuit analysis, relay coordination, power systems",9.92,783,"power systems, short circuit analysis, relay coordination, load flow",4,Fresher
2021,Protection Engineer,"relay settings, setting study, distance protection, ct pt sizing, differential protection",11.8,726,"differential protection, relay settings, ct pt sizing, setting study, distance protection",5,Fresher
2025,Protection Engineer,"setting study, ct pt sizing, distance protection, relay settings, differential protection",15.54,689,"relay settings, distance protection, differential protection, ct pt sizing, setting study",5,Mid
2018,Electrical Project Engineer,"fat sat, electrical estimating, commissioning, method statement, ms project",15.2,625,"fat sat, electrical estimating, commissioning",3,Mid
2021,Control Systems Engineer,"ladder logic, plc programming, dcs, pid tuning, scada",17.79,255,"ladder logic, dcs, plc programming",3,Senior
2017,Electrical Project Engineer,"fat sat, ms project, commissioning, method statement",9.25,877,"ms project, fat sat, commissioning, method statement, electrical estimating",5,Fresher
2024,Electrical Design Engineer,"nec codes, single line diagram, autocad electrical, cable sizing",15.58,316,"nec codes, single line diagram",2,Fresher
2016,Control Systems Engineer,"ladder logic, scada, dcs, plc programming",7.28,829,"scada, ladder logic, dcs",3,Senior
2017,Protection Engineer,"relay settings, differential protection, setting study, distance protection",14.6,1314,"relay settings, setting study, distance protection",3,Senior
2016,Electrical Maintenance Engineer,"therography, motors, preventive maintenance",8.11,883,"therography, preventive maintenance, motors",3,Mid
2016,Substation Engineer,"clearance calculation, switchgear, grounding",9.08,409,"switchgear, grounding, clearance calculation",3,Senior
2025,Control Systems Engineer,"pid tuning, plc programming, scada",6.26,643,"pid tuning, plc programming, scada",3,Mid
2022,Power Systems Engineer,"relay coordination, short circuit analysis, etap, power systems, load flow",19.95,347,"etap, load flow, power systems, short circuit analysis, relay coordination",5,Fresher
2015,Electrical Design Engineer,"cable sizing, autocad electrical, load calculation, nec codes",15.74,710,"cable sizing, autocad electrical",2,Fresher
2023,Electrical Design Engineer,"nec codes, autocad electrical, cable sizing, single line diagram",5.4,549,"nec codes, single line diagram, autocad electrical, cable sizing",4,Fresher
2023,Renewable Energy Engineer,"mppt, grid integration, inverters, solar pv design, wind energy",15.11,770,"mppt, solar pv design",2,Mid
2021,Electrical Design Engineer,"single line diagram, autocad electrical, cable sizing, load calculation",9.42,715,"single line diagram, autocad electrical, cable sizing, load calculation",4,Fresher
2016,Substation Engineer,"switchgear, clearance calculation, grounding, substation design, transformers",5.7,503,"transformers, switchgear",2,Mid
2023,Electrical Project Engineer,"commissioning, method statement, ms project",7.72,625,"ms project, commissioning, method statement",3,Fresher
2020,Power Systems Engineer,"load flow, short circuit analysis, relay coordination, etap, power systems",4.45,850,"etap, power systems, short circuit analysis, relay coordination, load flow",5,Fresher
2021,Electrical Design Engineer,"nec codes, cable sizing, autocad electrical, load calculation, single line diagram",20.74,478,"single line diagram, load calculation",2,Mid
2016,Substation Engineer,"grounding, switchgear, substation design, clearance calculation, transformers",14.59,820,"transformers, switchgear, grounding, clearance calculation",4,Mid
2024,Protection Engineer,"setting study, distance protection, ct pt sizing, differential protection",11.59,617,"differential protection, setting study, ct pt sizing, distance protection",4,Mid
2020,Electrical Project Engineer,"commissioning, fat sat, ms project",9.38,621,"commissioning, ms project, fat sat",3,Fresher
2019,Electrical Maintenance Engineer,"motors, vfd, troubleshooting, therography",10.66,699,"troubleshooting, motors, vfd, therography",4,Fresher
2021,Substation Engineer,"switchgear, clearance calculation, grounding, transformers",5.93,800,"grounding, clearance calculation, switchgear, transformers, substation design",5,Fresher
2015,Protection Engineer,"distance protection, relay settings, differential protection, setting study",12.08,1409,"differential protection, distance protection",2,Mid
2025,Electrical Maintenance Engineer,"preventive maintenance, vfd, therography, motors, troubleshooting",9.13,805,"motors, preventive maintenance, troubleshooting, therography",4,Mid
2018,Control Systems Engineer,"dcs, plc programming, scada, pid tuning, ladder logic",5.2,496,"ladder logic, pid tuning, scada, dcs",4,Mid
2025,Electrical Design Engineer,"single line diagram, autocad electrical, cable sizing",11.5,459,"single line diagram, cable sizing, autocad electrical",3,Senior
2025,Control Systems Engineer,"pid tuning, plc programming, ladder logic, scada, dcs",6.84,718,"ladder logic, pid tuning, dcs, scada",4,Senior
2024,Electrical Design Engineer,"nec codes, single line diagram, cable sizing",11.11,586,"cable sizing, single line diagram, nec codes",3,Mid
2021,Protection Engineer,"distance protection, ct pt sizing, differential protection, setting study",19.03,923,"distance protection, setting study, ct pt sizing",3,Fresher
2016,Protection Engineer,"distance protection, relay settings, setting study, ct pt sizing",6.53,486,"relay settings, ct pt sizing, distance protection, setting study",4,Mid
2020,Renewable Energy Engineer,"inverters, solar pv design, grid integration, wind energy, mppt",8.8,1000,"wind energy, solar pv design, grid integration, mppt",4,Mid
2021,Power Systems Engineer,"short circuit analysis, relay coordination, etap, power systems, load flow",13.04,743,"load flow, power systems, etap",3,Mid
2022,Renewable Energy Engineer,"grid integration, solar pv design, inverters",5.04,602,"solar pv design, grid integration, inverters",3,Senior
2023,Electrical Maintenance Engineer,"troubleshooting, vfd, preventive maintenance, therography",10.05,625,"troubleshooting, preventive maintenance, therography, vfd",4,Mid
2017,Power Systems Engineer,"relay coordination, etap, short circuit analysis, load flow",11.48,942,"load flow, etap, relay coordination",3,Fresher
2015,Electrical Maintenance Engineer,"troubleshooting, therography, vfd",5.89,640,"vfd, therography",2,Mid
2023,Electrical Design Engineer,"cable sizing, nec codes, single line diagram, autocad electrical",14.17,731,"autocad electrical, single line diagram, cable sizing, nec codes",4,Mid
2019,Electrical Design Engineer,"load calculation, single line diagram, nec codes, cable sizing",8.55,801,"single line diagram, cable sizing, load calculation",3,Fresher
2017,Electrical Project Engineer,"fat sat, electrical estimating, method statement, commissioning",8.81,579,"commissioning, fat sat",2,Senior
