Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2019,Financial Controller,"erp finance, budgeting, consolidation",21.99,857,"budgeting, erp finance",2,Mid
2018,Tax Consultant,"income tax, transfer pricing, litigation support, gst",6.46,791,"litigation support, gst, income tax, transfer pricing",4,Fresher
2015,Portfolio Manager,"asset allocation, performance attribution, fixed income",10.33,651,"asset allocation, performance attribution, fixed income",3,Fresher
2015,Financial Controller,"erp finance, budgeting, management accounting, internal controls, consolidation",20.8,824,"erp finance, management accounting, consolidation, budgeting, internal controls",5,Senior
2015,Investment Banker,"m and a, valuation, excel advanced",11.32,736,"m and a, valuation, excel advanced, due diligence",4,Senior
2025,Financial Controller,"internal controls, erp finance, consolidation, management accounting",17.22,746,"erp finance, internal controls, management accounting",3,Senior
2020,Portfolio Manager,"asset allocation, equity research, bloomberg, performance attribution",6.43,622,"bloomberg, asset allocation, performance attribution",3,Mid
2023,Portfolio Manager,"equity research, performance attribution, fixed income",8.27,670,"fixed income, equity research, performance attribution, bloomberg",4,Fresher
2019,Risk Analyst,"risk reporting, basel norms, var, stress testing, credit risk",21.36,705,"var, basel norms",2,Fresher
2016,Financial Controller,"budgeting, management accounting, erp finance, consolidation",7.74,757,"management accounting, erp finance, consolidation, budgeting, internal controls",5,Fresher
2015,Investment Banker,"pitch books, excel advanced, m and a, valuation, due diligence",7.83,813,"excel advanced, due diligence, valuation",3,Fresher
2025,Tax Consultant,"transfer pricing, gst, tax planning",11.6,1066,"tax planning, transfer pricing, gst",3,Fresher
2016,Financial Controller,"erp finance, budgeting, consolidation, internal controls, management accounting",21.68,456,"erp finance, internal controls, management accounting, consolidation",4,Fresher
2016,Chartered Accountant,"financial statements, internal audit, tax compliance, ind as",8.79,866,"ind as, internal audit, financial statements, tax compliance",4,Fresher
2021,Chartered Accountant,"internal audit, tax compliance, ind as",15.99,984,"tax compliance, ind as, internal audit",3,Fresher
2017,Risk Analyst,"basel norms, credit risk, stress testing, var",13.26,623,"credit risk, basel norms, stress testing, var",4,Senior
2019,Portfolio Manager,"fixed income, bloomberg, equity research, performance attribution",12.9,478,"performance attribution, equity research, fixed income, bloomberg",4,Senior
2024,Risk Analyst,"basel norms, stress testing, var, risk reporting",14.87,474,"stress testing, basel norms, var, risk reporting, credit risk",5,Fresher
2016,Financial Analyst,"variance analysis, dashboards, excel, forecasting, financial modeling",14.06,646,"variance analysis, financial modeling, excel, forecasting, dashboards",5,Senior
2015,Investment Banker,"due diligence, pitch books, m and a, excel advanced, valuation",17.07,706,"pitch books, m and a",2,Mid
2021,Portfolio Manager,"asset allocation, fixed income, bloomberg",19.3,798,"fixed income, bloomberg, asset allocation",3,Mid
2022,Risk Analyst,"credit risk, var, stress testing, basel norms, risk reporting",21.78,709,"var, risk reporting",2,Senior
2020,Financial Analyst,"financial modeling, dashboards, forecasting, excel",15.34,1099,"forecasting, financial modeling, excel, dashboards, variance analysis",5,Mid
2015,Chartered Accountant,"ind as, internal audit, financial statements, tax compliance",21.11,641,"internal audit, financial statements, tax compliance",3,Senior
2024,Risk Analyst,"stress testing, credit risk, basel norms, risk reporting",4.35,835,"credit risk, risk reporting, stress testing",3,Fresher
2015,Tax Consultant,"litigation support, gst, income tax, tax planning",21.78,805,"income tax, tax planning, litigation support, gst",4,Fresher
2019,Tax Consultant,"transfer pricing, gst, litigation support, income tax",4.8,666,"transfer pricing, income tax",2,Senior
2021,Portfolio Manager,"fixed income, bloomberg, equity research",11.31,931,"fixed income, bloomberg, equity research, asset allocation",4,Senior
2024,Credit Analyst,"financial ratios, cash flow analysis, credit memo, covenants, industry research",18.1,710,"cash flow analysis, credit memo, covenants, industry research",4,Senior
2016,Chartered Accountant,"ind as, auditing, tax compliance",21.34,739,"ind as, tax compliance, auditing, internal audit",4,Mid
2025,Risk Analyst,"credit risk, var, risk reporting, basel norms",15.68,728,"var, credit risk",2,Fresher
2025,Credit Analyst,"industry research, covenants, financial ratios, credit memo, cash flow analysis",14.96,360,"covenants, financial ratios",2,Fresher
2015,Financial Analyst,"variance analysis, financial modeling, excel, forecasting",20.81,455,"financial modeling, forecasting, variance analysis, excel",4,Fresher
2024,Tax Consultant,"gst, litigation support, transfer pricing, income tax",7.93,659,"litigation support, income tax",2,Mid
2019,Risk Analyst,"risk reporting, basel norms, stress testing, var",12.79,669,"var, basel norms, risk reporting, credit risk",4,Fresher
2016,Risk Analyst,"var, basel norms, risk reporting",17.31,1016,"basel norms, risk reporting, var",3,Senior
2020,Financial Analyst,"dashboards, forecasting, variance analysis, excel",15.62,761,"dashboards, excel, variance analysis, forecasting",4,Fresher
2024,Financial Controller,"budgeting, management accounting, erp finance",4.38,745,"management accounting, erp finance, consolidation",3,Fresher
2022,Risk Analyst,"var, risk reporting, credit risk, basel norms, stress testing",12.04,879,"risk reporting, stress testing, var, basel norms",4,Mid
2016,Financial Controller,"internal controls, consolidation, erp finance, management accounting",7.83,590,"consolidation, internal controls, management accounting, erp finance",4,Mid
2016,Risk Analyst,"risk reporting, stress testing, credit risk",13.99,453,"risk reporting, stress testing, credit risk, var",4,Senior
2023,Portfolio Manager,"fixed income, equity research, bloomberg, asset allocation",14.04,1026,"asset allocation, equity research, fixed income",3,Senior
2018,Investment Banker,"m and a, valuation, pitch books",14.41,933,"m and a, valuation, pitch books",3,Senior
2022,Financial Controller,"consolidation, budgeting, management accounting",15.44,959,"management accounting, budgeting, consolidation, erp finance",4,Mid
2015,Financial Analyst,"variance analysis, financial modeling, excel",10.18,760,"financial modeling, variance analysis",2,Fresher
2024,Financial Analyst,"dashboards, excel, forecasting, variance analysis",13.5,630,"forecasting, dashboards, variance analysis, excel",4,Senior
2021,Financial Analyst,"forecasting, financial modeling, variance analysis, excel, dashboards",14.64,792,"excel, dashboards, financial modeling",3,Senior
2015,Financial Controller,"erp finance, internal controls, budgeting, consolidation, management accounting",9.27,803,"erp finance, consolidation, budgeting, management accounting, internal controls",5,Senior
2016,Investment Banker,"m and a, pitch books, due diligence, valuation",19.92,474,"valuation, pitch books",2,Fresher
2022,Investment Banker,"valuation, due diligence, m and a",19.76,732,"due diligence, valuation, m and a, pitch books",4,Senior
2018,Credit Analyst,"credit memo, cash flow analysis, industry research, covenants, financial ratios",8.61,988,"financial ratios, cash flow analysis, covenants",3,Senior
2015,Financial Controller,"consolidation, budgeting, management accounting, internal controls, erp finance",8.36,857,"internal controls, budgeting, management accounting, erp finance",4,Fresher
2016,Tax Consultant,"tax planning, transfer pricing, gst",4.07,1023,"gst, tax planning",2,Fresher
2020,Portfolio Manager,"bloomberg, equity research, performance attribution",4.06,981,"bloomberg, performance attribution, fixed income",3,Senior
2022,Risk Analyst,"basel norms, credit risk, var, risk reporting, stress testing",14.95,566,"basel norms, var, risk reporting",3,Mid
2020,Financial Analyst,"forecasting, excel, financial modeling",14.38,783,"excel, forecasting, financial modeling, dashboards",4,Senior
2017,Chartered Accountant,"financial statements, ind as, internal audit, tax compliance, auditing",12.52,985,"ind as, financial statements, tax compliance",3,Fresher
2022,Financial Controller,"management accounting, budgeting, erp finance",11.62,434,"management accounting, budgeting, consolidation",3,Mid
2025,Financial Controller,"budgeting, consolidation, internal controls",9.37,616,"internal controls, consolidation, budgeting, management accounting",4,Senior
2020,Risk Analyst,"var, credit risk, stress testing, risk reporting, basel norms",5.04,891,"var, stress testing, basel norms",3,Fresher
2021,Chartered Accountant,"financial statements, tax compliance, auditing",8.6,699,"auditing, financial statements, tax compliance",3,Senior
2019,Financial Controller,"consolidation, budgeting, internal controls, management accounting, erp finance",8.64,602,"budgeting, internal controls, consolidation, erp finance, management accounting",5,Fresher
2023,Financial Controller,"erp finance, consolidation, internal controls, management accounting",3.93,365,"management accounting, consolidation",2,Senior
2020,Credit Analyst,"cash flow analysis, financial ratios, credit memo, industry research, covenants",6.79,866,"financial ratios, credit memo, covenants",3,Fresher
2020,Financial Analyst,"dashboards, variance analysis, financial modeling",4.73,375,"variance analysis, financial modeling, dashboards",3,Senior
2025,Investment Banker,"due diligence, pitch books, m and a",11.5,675,"due diligence, m and a",2,Mid
2023,Financial Analyst,"forecasting, variance analysis, dashboards, financial modeling, excel",12.98,902,"financial modeling, excel, dashboards, variance analysis, forecasting",5,Mid
2019,Risk Analyst,"stress testing, var, credit risk, risk reporting",10.97,990,"stress testing, var",2,Fresher
2025,Credit Analyst,"covenants, credit memo, industry research, cash flow analysis, financial ratios",13.94,655,"financial ratios, covenants, credit memo, industry research",4,Senior
2023,Investment Banker,"due diligence, excel advanced, valuation, pitch books, m and a",18.18,855,"valuation, due diligence, pitch books",3,Fresher
2025,Financial Controller,"erp finance, consolidation, internal controls, management accounting, budgeting",20.89,271,"consolidation, management accounting",2,Fresher
2025,Portfolio Manager,"performance attribution, asset allocation, fixed income",17.9,611,"performance attribution, fixed income, equity research",3,Senior
2022,Portfolio Manager,"bloomberg, asset allocation, equity research",7.42,700,"asset allocation, bloomberg, equity research",3,Senior
2020,Portfolio Manager,"asset allocation, performance attribution, equity research, bloomberg",7.71,487,"performance attribution, bloomberg, equity research, asset allocation",4,Senior
2022,Chartered Accountant,"financial statements, tax compliance, ind as, auditing",4.7,1133,"auditing, tax compliance, ind as, financial statements",4,Senior
2024,Financial Controller,"budgeting, management accounting, consolidation, erp finance, internal controls",16.83,593,"erp finance, budgeting, internal controls",3,Senior
2023,Portfolio Manager,"equity research, asset allocation, performance attribution, bloomberg, fixed income",11.51,1034,"equity research, performance attribution",2,Fresher
2016,Financial Analyst,"excel, financial modeling, variance analysis, dashboards, forecasting",10.85,805,"dashboards, financial modeling",2,Fresher
2021,Portfolio Manager,"equity research, performance attribution, bloomberg",10.17,617,"bloomberg, equity research, performance attribution, fixed income",4,Mid
2018,Chartered Accountant,"financial statements, ind as, tax compliance",3.54,830,"ind as, tax compliance, financial statements",3,Fresher
2020,Tax Consultant,"income tax, tax planning, gst",17.17,917,"tax planning, gst, income tax",3,Senior
2025,Credit Analyst,"covenants, industry research, credit memo, cash flow analysis",9.6,516,"industry research, cash flow analysis, covenants, credit memo, financial ratios",5,Mid
2016,Financial Analyst,"dashboards, excel, forecasting, variance analysis, financial modeling",14.68,674,"dashboards, forecasting, excel, variance analysis, financial modeling",5,Mid
2022,Portfolio Manager,"performance attribution, asset allocation, equity research, fixed income, bloomberg",14.46,878,"asset allocation, bloomberg, performance attribution",3,Fresher
2019,Financial Controller,"internal controls, budgeting, management accounting, consolidation",21.09,1156,"management accounting, budgeting, erp finance",3,Fresher
2019,Credit Analyst,"covenants, industry research, credit memo, financial ratios, cash flow analysis",4.37,669,"credit memo, industry research, cash flow analysis",3,Mid
2024,Chartered Accountant,"tax compliance, ind as, financial statements",15.89,713,"ind as, tax compliance, financial statements, internal audit",4,Senior
2025,Tax Consultant,"income tax, litigation support, transfer pricing, tax planning",15.75,598,"litigation support, income tax",2,Fresher
2019,Portfolio Manager,"equity research, asset allocation, fixed income, performance attribution",21.27,707,"fixed income, equity research, asset allocation, performance attribution",4,Senior
2021,Credit Analyst,"credit memo, financial ratios, cash flow analysis, covenants",16.77,652,"credit memo, financial ratios, covenants",3,Fresher
2024,Credit Analyst,"credit memo, covenants, financial ratios, industry research, cash flow analysis",4.64,898,"financial ratios, covenants, credit memo, cash flow analysis",4,Senior
2021,Risk Analyst,"var, credit risk, basel norms",20.25,257,"credit risk, basel norms, var, risk reporting",4,Senior
2024,Tax Consultant,"income tax, litigation support, gst, tax planning, transfer pricing",5.45,1005,"gst, litigation support, income tax",3,Mid
2017,Investment Banker,"pitch books, valuation, m and a, due diligence, excel advanced",20.82,884,"due diligence, valuation, m and a, pitch books",4,Fresher
2025,Risk Analyst,"var, basel norms, risk reporting",18.6,659,"var, risk reporting, basel norms",3,Mid
2025,Financial Analyst,"dashboards, financial modeling, excel, forecasting",15.2,601,"forecasting, financial modeling, excel, dashboards, variance analysis",5,Senior
2016,Credit Analyst,"cash flow analysis, industry research, financial ratios, credit memo, covenants",3.88,847,"credit memo, cash flow analysis, covenants, industry research",4,Mid
2021,Credit Analyst,"industry research, covenants, credit memo, financial ratios, cash flow analysis",5.48,645,"cash flow analysis, financial ratios, covenants, credit memo, industry research",5,Senior
2015,Credit Analyst,"credit memo, financial ratios, industry research, cash flow analysis, covenants",7.8,590,"covenants, financial ratios, cash flow analysis, credit memo, industry research",5,Mid
2025,Risk Analyst,"credit risk, stress testing, var, risk reporting, basel norms",20.48,875,"var, credit risk, stress testing, risk reporting",4,Senior
2018,Financial Analyst,"excel, dashboards, financial modeling",21.85,414,"dashboards, excel, financial modeling",3,Fresher
2020,Tax Consultant,"income tax, tax planning, gst",20.27,760,"tax planning, gst, income tax, transfer pricing",4,Senior
2021,Credit Analyst,"covenants, industry research, cash flow analysis, financial ratios, credit memo",8.45,1013,"credit memo, financial ratios, covenants",3,Mid
2015,Risk Analyst,"basel norms, var, stress testing, risk reporting, credit risk",16.22,1093,"credit risk, var, risk reporting, stress testing, basel norms",5,Fresher
2019,Credit Analyst,"cash flow analysis, industry research, covenants, financial ratios",20.98,412,"covenants, financial ratios",2,Mid
2016,Portfolio Manager,"fixed income, asset allocation, performance attribution",9.69,424,"asset allocation, performance attribution, fixed income",3,Fresher
2017,Investment Banker,"valuation, excel advanced, m and a",9.59,545,"valuation, excel advanced, m and a",3,Senior
2022,Chartered Accountant,"financial statements, internal audit, auditing, tax compliance",3.9,683,"financial statements, tax compliance, auditing",3,Fresher
2016,Financial Controller,"internal controls, budgeting, erp finance",6.76,759,"erp finance, budgeting, internal controls, management accounting",4,Fresher
2021,Credit Analyst,"covenants, cash flow analysis, industry research, credit memo",15.81,600,"credit memo, cash flow analysis, covenants, industry research",4,Mid
2021,Portfolio Manager,"equity research, bloomberg, asset allocation",14.99,712,"equity research, asset allocation, bloomberg, performance attribution",4,Senior
2022,Portfolio Manager,"bloomberg, performance attribution, asset allocation",13.85,768,"bloomberg, performance attribution, asset allocation",3,Fresher
2020,Financial Controller,"management accounting, internal controls, consolidation",17.36,645,"management accounting, consolidation, internal controls",3,Mid
2020,Financial Controller,"management accounting, erp finance, internal controls",9.07,631,"internal controls, management accounting, erp finance",3,Fresher
2016,Tax Consultant,"gst, income tax, transfer pricing, litigation support",4.8,643,"gst, income tax, transfer pricing, litigation support, tax planning",5,Mid
2021,Financial Analyst,"excel, forecasting, variance analysis",6.36,555,"excel, forecasting, dashboards",3,Fresher
2022,Risk Analyst,"risk reporting, var, credit risk, stress testing, basel norms",16.8,579,"var, basel norms, credit risk, risk reporting",4,Senior
2019,Tax Consultant,"transfer pricing, income tax, gst, litigation support, tax planning",16.55,636,"income tax, gst, tax planning",3,Mid
2019,Chartered Accountant,"financial statements, internal audit, auditing, tax compliance, ind as",12.18,1057,"auditing, ind as, financial statements, internal audit",4,Senior
2019,Financial Analyst,"forecasting, variance analysis, dashboards, excel",10.68,938,"dashboards, variance analysis, excel",3,Fresher
2015,Financial Controller,"management accounting, erp finance, internal controls",12.86,1021,"internal controls, erp finance, management accounting",3,Fresher
2022,Financial Controller,"internal controls, erp finance, management accounting, budgeting, consolidation",12.64,626,"internal controls, consolidation",2,Fresher
2024,Risk Analyst,"var, risk reporting, basel norms, stress testing",11.29,530,"risk reporting, stress testing, var, credit risk",4,Mid
2022,Risk Analyst,"risk reporting, stress testing, var, credit risk, basel norms",6.22,1049,"credit risk, stress testing",2,Senior
2021,Financial Analyst,"forecasting, variance analysis, excel",11.87,640,"excel, forecasting, variance analysis",3,Mid
2023,Financial Analyst,"dashboards, variance analysis, excel, financial modeling",16.72,576,"variance analysis, dashboards, excel, financial modeling",4,Senior
2022,Tax Consultant,"transfer pricing, income tax, gst",3.73,560,"gst, income tax, transfer pricing",3,Fresher
2025,Portfolio Manager,"fixed income, asset allocation, performance attribution, bloomberg, equity research",11.75,717,"equity research, fixed income, performance attribution, asset allocation",4,Fresher
2020,Financial Controller,"budgeting, consolidation, internal controls, erp finance",10.73,475,"consolidation, internal controls",2,Senior
2021,Credit Analyst,"covenants, financial ratios, credit memo",9.47,628,"covenants, financial ratios, credit memo, cash flow analysis",4,Mid
2017,Risk Analyst,"credit risk, stress testing, risk reporting, var, basel norms",19.3,656,"basel norms, risk reporting",2,Mid
2016,Portfolio Manager,"bloomberg, asset allocation, performance attribution",17.05,358,"performance attribution, bloomberg, asset allocation",3,Mid
2015,Credit Analyst,"credit memo, industry research, covenants",11.31,707,"credit memo, industry research, covenants",3,Senior
2019,Financial Controller,"internal controls, budgeting, consolidation",4.58,516,"internal controls, budgeting",2,Senior
2022,Financial Controller,"internal controls, erp finance, budgeting, consolidation",3.7,800,"erp finance, budgeting, internal controls, consolidation, management accounting",5,Mid
2020,Financial Analyst,"variance analysis, forecasting, excel, dashboards",4.11,636,"excel, dashboards, forecasting, variance analysis, financial modeling",5,Senior
2025,Financial Analyst,"dashboards, variance analysis, excel, forecasting, financial modeling",19.08,598,"financial modeling, forecasting, dashboards, excel",4,Mid
2025,Investment Banker,"valuation, m and a, due diligence, pitch books, excel advanced",12.9,890,"due diligence, excel advanced, pitch books",3,Fresher
2018,Investment Banker,"valuation, excel advanced, m and a, pitch books, due diligence",21.18,1208,"pitch books, excel advanced",2,Senior
2019,Portfolio Manager,"bloomberg, asset allocation, equity research, performance attribution, fixed income",10.69,781,"asset allocation, performance attribution, fixed income, bloomberg, equity research",5,Fresher
2017,Portfolio Manager,"bloomberg, equity research, asset allocation",11.47,704,"asset allocation, equity research, bloomberg",3,Fresher
2025,Risk Analyst,"stress testing, risk reporting, var, basel norms, credit risk",19.4,725,"basel norms, var, risk reporting, credit risk",4,Fresher
2018,Risk Analyst,"basel norms, credit risk, risk reporting, stress testing, var",6.14,722,"credit risk, var, basel norms, risk reporting",4,Mid
2023,Risk Analyst,"credit risk, basel norms, stress testing, risk reporting, var",8.22,778,"basel norms, var, credit risk",3,Senior
2023,Credit Analyst,"covenants, credit memo, cash flow analysis, financial ratios, industry research",5.52,502,"cash flow analysis, industry research",2,Senior
2023,Credit Analyst,"cash flow analysis, financial ratios, credit memo, covenants, industry research",7.29,938,"financial ratios, industry research, cash flow analysis, credit memo",4,Fresher
2016,Financial Analyst,"dashboards, variance analysis, excel, forecasting",10.72,360,"dashboards, excel, variance analysis",3,Mid
2024,Portfolio Manager,"performance attribution, fixed income, equity research, asset allocation, bloomberg",20.85,737,"equity research, asset allocation, bloomberg",3,Fresher
2021,Credit Analyst,"financial ratios, covenants, cash flow analysis, credit memo",5.38,672,"cash flow analysis, covenants",2,Mid
2015,Chartered Accountant,"financial statements, auditing, internal audit, ind as, tax compliance",5.35,747,"auditing, ind as, internal audit, tax compliance",4,Fresher
2025,Credit Analyst,"financial ratios, covenants, industry research",8.41,822,"industry research, financial ratios, covenants",3,Fresher
2018,Financial Analyst,"excel, financial modeling, variance analysis",5.29,316,"excel, financial modeling, forecasting",3,Senior
2016,Investment Banker,"pitch books, m and a, due diligence, valuation",21.75,813,"m and a, due diligence, valuation, pitch books",4,Mid
2022,Financial Analyst,"financial modeling, excel, variance analysis",19.46,484,"variance analysis, excel, financial modeling, forecasting",4,Fresher
2025,Financial Controller,"consolidation, internal controls, erp finance",15.49,855,"consolidation, internal controls, erp finance",3,Mid
2020,Credit Analyst,"industry research, credit memo, financial ratios, cash flow analysis, covenants",13.18,707,"industry research, covenants, financial ratios",3,Fresher
2024,Financial Controller,"management accounting, erp finance, internal controls, consolidation, budgeting",7.4,647,"internal controls, consolidation, erp finance",3,Senior
2018,Financial Controller,"consolidation, management accounting, budgeting",6.42,679,"consolidation, budgeting",2,Mid
2023,Tax Consultant,"litigation support, income tax, gst, transfer pricing",17.26,795,"income tax, transfer pricing, gst, litigation support",4,Senior
2016,Credit Analyst,"financial ratios, industry research, cash flow analysis, credit memo, covenants",20.08,691,"cash flow analysis, covenants, financial ratios, industry research",4,Senior
2024,Portfolio Manager,"bloomberg, performance attribution, equity research",13.78,712,"equity research, bloomberg, performance attribution",3,Mid
2018,Investment Banker,"m and a, excel advanced, pitch books, due diligence",7.35,356,"excel advanced, pitch books, due diligence, m and a",4,Mid
2023,Investment Banker,"valuation, excel advanced, due diligence",19.59,858,"excel advanced, valuation, due diligence",3,Mid
2018,Financial Analyst,"excel, forecasting, variance analysis",13.67,673,"excel, variance analysis",2,Senior
2015,Risk Analyst,"risk reporting, var, stress testing",7.31,770,"stress testing, var, risk reporting, credit risk",4,Senior
2022,Financial Controller,"internal controls, management accounting, consolidation, budgeting, erp finance",15.34,901,"budgeting, internal controls",2,Senior
2017,Financial Analyst,"financial modeling, excel, dashboards",4.73,757,"dashboards, financial modeling, excel",3,Senior
2025,Chartered Accountant,"financial statements, tax compliance, internal audit, ind as, auditing",16.06,1292,"internal audit, tax compliance, financial statements, ind as, auditing",5,Mid
2023,Financial Analyst,"excel, financial modeling, dashboards, forecasting, variance analysis",4.99,311,"variance analysis, dashboards, financial modeling, forecasting",4,Fresher
2023,Portfolio Manager,"performance attribution, fixed income, bloomberg",17.49,655,"bloomberg, fixed income, performance attribution",3,Senior
2018,Chartered Accountant,"internal audit, tax compliance, auditing",20.77,384,"internal audit, auditing, tax compliance",3,Senior
2019,Chartered Accountant,"ind as, financial statements, internal audit, tax compliance",17.62,583,"tax compliance, financial statements, auditing",3,Fresher
2020,Credit Analyst,"financial ratios, cash flow analysis, industry research, covenants",19.88,834,"financial ratios, industry research, cash flow analysis, covenants",4,Mid
2021,Portfolio Manager,"performance attribution, asset allocation, fixed income, equity research",14.78,530,"asset allocation, fixed income, performance attribution",3,Senior
2023,Financial Analyst,"excel, dashboards, financial modeling, forecasting",15.99,468,"excel, financial modeling, dashboards",3,Senior
2016,Portfolio Manager,"equity research, bloomberg, performance attribution, fixed income",5.46,810,"equity research, performance attribution, bloomberg, asset allocation",4,Senior
2020,Chartered Accountant,"tax compliance, internal audit, financial statements",19.92,680,"internal audit, tax compliance, financial statements",3,Senior
2021,Chartered Accountant,"ind as, auditing, financial statements",11.16,1086,"auditing, financial statements, ind as",3,Mid
2024,Chartered Accountant,"tax compliance, internal audit, financial statements, ind as, auditing",9.14,493,"tax compliance, financial statements",2,Senior
2018,Portfolio Manager,"bloomberg, performance attribution, fixed income",19.14,840,"bloomberg, fixed income",2,Fresher
2019,Portfolio Manager,"fixed income, equity research, bloomberg, asset allocation",16.14,904,"equity research, fixed income",2,Mid
2020,Portfolio Manager,"asset allocation, performance attribution, fixed income, equity research",7.46,558,"asset allocation, equity research",2,Senior
2023,Financial Analyst,"excel, financial modeling, variance analysis",21.29,592,"variance analysis, excel, financial modeling",3,Mid
2015,Investment Banker,"excel advanced, pitch books, valuation",10.22,930,"excel advanced, valuation, due diligence",3,Mid
2019,Portfolio Manager,"equity research, fixed income, bloomberg, asset allocation, performance attribution",16.77,425,"performance attribution, bloomberg, fixed income, equity research, asset allocation",5,Fresher
2016,Risk Analyst,"basel norms, credit risk, var",19.79,973,"credit risk, var, basel norms",3,Mid
2025,Financial Controller,"consolidation, budgeting, internal controls, erp finance, management accounting",20.37,503,"budgeting, erp finance, management accounting",3,Mid
2017,Risk Analyst,"credit risk, stress testing, basel norms, var, risk reporting",16.61,275,"risk reporting, credit risk, var, stress testing, basel norms",5,Senior
2024,Risk Analyst,"stress testing, risk reporting, var",7.94,657,"stress testing, risk reporting, var",3,Senior
2015,Portfolio Manager,"performance attribution, bloomberg, fixed income, equity research, asset allocation",12.09,622,"asset allocation, equity research",2,Mid
2020,Portfolio Manager,"bloomberg, equity research, fixed income, asset allocation",14.3,788,"asset allocation, fixed income, bloomberg, equity research, performance attribution",5,Fresher
2021,Chartered Accountant,"auditing, ind as, financial statements",3.79,465,"auditing, ind as, financial statements, internal audit",4,Mid
2016,Tax Consultant,"transfer pricing, income tax, gst",19.39,741,"income tax, gst",2,Mid
2017,Financial Analyst,"forecasting, variance analysis, financial modeling, excel, dashboards",14.0,922,"financial modeling, excel, dashboards, forecasting",4,Mid
2018,Financial Controller,"budgeting, management accounting, erp finance",19.0,565,"erp finance, budgeting, management accounting",3,Senior
2023,Tax Consultant,"litigation support, tax planning, income tax",13.97,915,"tax planning, income tax",2,Senior
2025,Portfolio Manager,"asset allocation, equity research, performance attribution, fixed income",15.42,1008,"fixed income, asset allocation",2,Senior
2022,Financial Controller,"internal controls, erp finance, management accounting",20.19,929,"internal controls, management accounting, budgeting",3,Senior
2016,Chartered Accountant,"auditing, financial statements, ind as, tax compliance, internal audit",10.83,400,"internal audit, auditing, financial statements",3,Fresher
2017,Investment Banker,"m and a, valuation, excel advanced, pitch books",4.96,660,"m and a, excel advanced, valuation",3,Mid
2019,Tax Consultant,"litigation support, income tax, gst",10.14,662,"income tax, gst, litigation support",3,Mid
2017,Tax Consultant,"gst, tax planning, income tax",4.38,989,"gst, income tax, tax planning",3,Fresher
2025,Portfolio Manager,"bloomberg, asset allocation, performance attribution, equity research",21.85,663,"bloomberg, performance attribution, asset allocation, equity research",4,Mid
2018,Financial Analyst,"excel, forecasting, financial modeling, variance analysis, dashboards",18.0,744,"forecasting, dashboards, financial modeling, variance analysis, excel",5,Fresher
2018,Financial Analyst,"forecasting, dashboards, excel, variance analysis, financial modeling",6.86,606,"forecasting, excel",2,Mid
2023,Investment Banker,"m and a, excel advanced, due diligence, valuation",14.6,816,"m and a, due diligence, excel advanced, valuation, pitch books",5,Senior
2016,Financial Analyst,"dashboards, financial modeling, variance analysis",17.71,710,"dashboards, financial modeling",2,Senior
2020,Financial Analyst,"financial modeling, forecasting, dashboards, variance analysis, excel",3.76,479,"variance analysis, excel",2,Senior
2023,Chartered Accountant,"financial statements, internal audit, ind as",7.66,964,"ind as, financial statements, internal audit, tax compliance",4,Senior
2021,Financial Analyst,"excel, financial modeling, variance analysis, forecasting, dashboards",6.2,810,"forecasting, dashboards, excel, variance analysis",4,Mid
2023,Portfolio Manager,"fixed income, asset allocation, performance attribution",16.12,749,"asset allocation, performance attribution, fixed income",3,Mid
2024,Risk Analyst,"credit risk, stress testing, var",12.92,764,"var, stress testing, credit risk, basel norms",4,Senior
2021,Chartered Accountant,"ind as, financial statements, internal audit, tax compliance",8.95,1012,"financial statements, ind as, tax compliance, internal audit",4,Senior
2025,Investment Banker,"pitch books, excel advanced, due diligence",13.61,1203,"due diligence, pitch books",2,Mid
2025,Financial Analyst,"excel, forecasting, financial modeling, variance analysis, dashboards",7.96,827,"excel, forecasting",2,Senior
2022,Tax Consultant,"transfer pricing, gst, litigation support, income tax",10.34,702,"transfer pricing, litigation support",2,Mid
2021,Investment Banker,"pitch books, excel advanced, valuation, m and a",15.14,639,"valuation, pitch books, excel advanced, due diligence",4,Fresher
2015,Tax Consultant,"litigation support, tax planning, income tax",20.76,792,"tax planning, income tax, litigation support, transfer pricing",4,Fresher
2017,Risk Analyst,"credit risk, basel norms, risk reporting, stress testing, var",6.81,588,"basel norms, credit risk, stress testing",3,Senior
2016,Chartered Accountant,"internal audit, financial statements, tax compliance, auditing, ind as",12.0,604,"ind as, internal audit, auditing, tax compliance",4,Senior
2022,Financial Analyst,"financial modeling, variance analysis, forecasting, excel",5.18,688,"variance analysis, forecasting, excel, financial modeling",4,Fresher
2016,Chartered Accountant,"financial statements, ind as, auditing, tax compliance",8.87,471,"financial statements, auditing, ind as, internal audit",4,Mid
2015,Portfolio Manager,"fixed income, asset allocation, equity research, performance attribution",7.44,433,"equity research, performance attribution, fixed income",3,Mid
2015,Financial Analyst,"forecasting, financial modeling, dashboards, variance analysis, excel",20.31,895,"dashboards, forecasting, variance analysis, financial modeling",4,Fresher
2016,Tax Consultant,"litigation support, income tax, transfer pricing",8.23,531,"transfer pricing, litigation support, income tax, tax planning",4,Fresher
2025,Financial Analyst,"financial modeling, variance analysis, dashboards",13.51,625,"dashboards, financial modeling, variance analysis",3,Mid
