Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2021,General Physician,"preventive medicine, emr, patient care, clinical examination",20.45,479,"clinical examination, patient care, emr",3,Senior
2022,Pathologist,"biopsy analysis, microscopy, histopathology, laboratory medicine, immunohistochemistry",16.71,1019,"immunohistochemistry, histopathology, microscopy, laboratory medicine, biopsy analysis",5,Senior
2016,Pediatrician,"neonatal care, adolescent medicine, child health, growth monitoring, vaccination",19.77,609,"growth monitoring, child health, vaccination",3,Mid
2016,Radiologist,"radiation safety, reporting, mri interpretation, pacs, ct interpretation",18.28,716,"reporting, ct interpretation, pacs, mri interpretation",4,Fresher
2020,Pediatrician,"vaccination, growth monitoring, neonatal care, adolescent medicine, child health",5.22,436,"adolescent medicine, vaccination, child health, neonatal care, growth monitoring",5,Mid
2017,Emergency Medicine Doctor,"emergency procedures, acute management, acls",18.0,841,"acls, acute management, emergency procedures",3,Mid
2018,Psychiatrist,"dsm assessment, psychotherapy, crisis intervention, mental health assessment",10.62,713,"crisis intervention, mental health assessment",2,Mid
2025,Psychiatrist,"crisis intervention, psychopharmacology, psychotherapy, mental health assessment, dsm assessment",11.26,1070,"psychopharmacology, psychotherapy",2,Fresher
2023,Pediatrician,"vaccination, growth monitoring, adolescent medicine",21.54,675,"adolescent medicine, growth monitoring, vaccination, child health",4,Mid
2025,General Physician,"clinical examination, diagnosis, emr, patient care, preventive medicine",7.77,1005,"diagnosis, preventive medicine, clinical examination",3,Fresher
2019,Emergency Medicine Doctor,"acute management, acls, triage",8.4,562,"triage, acute management, acls, trauma care",4,Senior
2017,General Physician,"patient care, preventive medicine, emr, clinical examination",15.27,655,"clinical examination, patient care, emr, preventive medicine, diagnosis",5,Senior
2016,Pathologist,"biopsy analysis, histopathology, microscopy, immunohistochemistry, laboratory medicine",5.87,701,"laboratory medicine, histopathology, microscopy, immunohistochemistry, biopsy analysis",5,Senior
2025,Emergency Medicine Doctor,"trauma care, emergency procedures, acute management, acls",9.58,1011,"emergency procedures, trauma care",2,Fresher
2021,General Physician,"diagnosis, clinical examination, patient care",10.75,639,"patient care, clinical examination, diagnosis, preventive medicine",4,Fresher
2025,General Physician,"emr, diagnosis, preventive medicine, clinical examination, patient care",3.79,286,"diagnosis, clinical examination, emr",3,Mid
2020,Radiologist,"radiation safety, ct interpretation, pacs",6.5,787,"ct interpretation, radiation safety",2,Fresher
2020,Pathologist,"immunohistochemistry, biopsy analysis, laboratory medicine, microscopy, histopathology",19.63,1142,"laboratory medicine, immunohistochemistry",2,Senior
2016,Cardiologist,"ecg interpretation, heart failure management, cath lab basics, echocardiography, lipid management",19.28,602,"echocardiography, lipid management, ecg interpretation",3,Mid
2020,Cardiologist,"lipid management, heart failure management, ecg interpretation, echocardiography, cath lab basics",4.54,789,"heart failure management, echocardiography, ecg interpretation, lipid management",4,Senior
2017,General Physician,"clinical examination, emr, patient care, diagnosis",9.48,1005,"patient care, diagnosis, emr",3,Fresher
2018,Pediatrician,"vaccination, child health, adolescent medicine",10.71,865,"child health, vaccination",2,Senior
2015,Psychiatrist,"psychopharmacology, crisis intervention, mental health assessment, psychotherapy, dsm assessment",6.6,721,"psychotherapy, dsm assessment, mental health assessment, crisis intervention",4,Fresher
2021,Surgeon,"anatomy, sterile technique, laparoscopy, operative skills",4.72,738,"sterile technique, operative skills, laparoscopy, anatomy, postoperative care",5,Mid
2018,Pathologist,"laboratory medicine, biopsy analysis, microscopy, histopathology",15.84,620,"microscopy, histopathology, biopsy analysis, laboratory medicine",4,Mid
2023,Pediatrician,"adolescent medicine, vaccination, growth monitoring, neonatal care, child health",6.84,434,"neonatal care, growth monitoring",2,Senior
2022,Emergency Medicine Doctor,"acls, acute management, triage, emergency procedures, trauma care",12.88,736,"acls, trauma care",2,Fresher
2023,Emergency Medicine Doctor,"emergency procedures, trauma care, acls",8.51,842,"acls, emergency procedures, trauma care, triage",4,Senior
2024,Radiologist,"ct interpretation, radiation safety, mri interpretation, pacs, reporting",10.87,401,"pacs, ct interpretation, mri interpretation",3,Mid
2025,Pathologist,"microscopy, immunohistochemistry, laboratory medicine, biopsy analysis",18.23,398,"microscopy, laboratory medicine, immunohistochemistry",3,Fresher
2024,Surgeon,"laparoscopy, anatomy, operative skills, sterile technique, postoperative care",8.21,654,"operative skills, laparoscopy, anatomy, sterile technique, postoperative care",5,Mid
2020,Cardiologist,"heart failure management, lipid management, cath lab basics, echocardiography",12.84,295,"echocardiography, heart failure management, lipid management",3,Fresher
2021,Psychiatrist,"mental health assessment, crisis intervention, psychotherapy, dsm assessment",9.64,754,"psychotherapy, dsm assessment, mental health assessment",3,Senior
2015,Radiologist,"reporting, pacs, ct interpretation, radiation safety",10.27,864,"reporting, pacs, mri interpretation",3,Mid
2019,Radiologist,"mri interpretation, pacs, radiation safety, reporting, ct interpretation",4.47,522,"mri interpretation, reporting, pacs",3,Senior
2015,Surgeon,"postoperative care, operative skills, anatomy",6.02,670,"anatomy, operative skills, postoperative care, laparoscopy",4,Senior
2017,Psychiatrist,"mental health assessment, psychotherapy, psychopharmacology",9.44,797,"mental health assessment, psychopharmacology, psychotherapy",3,Mid
2015,General Physician,"diagnosis, emr, preventive medicine, patient care, clinical examination",7.16,598,"diagnosis, clinical examination, preventive medicine, patient care, emr",5,Mid
2024,Surgeon,"sterile technique, postoperative care, laparoscopy, anatomy",18.6,532,"laparoscopy, sterile technique, postoperative care, anatomy",4,Mid
2018,Psychiatrist,"crisis intervention, mental health assessment, dsm assessment, psychotherapy",16.46,805,"crisis intervention, psychotherapy",2,Fresher
2020,General Physician,"diagnosis, emr, clinical examination, patient care, preventive medicine",17.12,569,"emr, clinical examination",2,Senior
2024,Cardiologist,"echocardiography, heart failure management, cath lab basics",15.44,533,"echocardiography, cath lab basics, heart failure management, lipid management",4,Senior
2015,Emergency Medicine Doctor,"trauma care, triage, acute management",12.48,411,"trauma care, acute management, triage",3,Mid
2018,Surgeon,"laparoscopy, sterile technique, postoperative care, anatomy",17.03,825,"sterile technique, postoperative care",2,Fresher
2025,Radiologist,"pacs, mri interpretation, ct interpretation",17.54,838,"pacs, mri interpretation, ct interpretation",3,Senior
2018,Cardiologist,"cath lab basics, ecg interpretation, lipid management",19.5,971,"lipid management, ecg interpretation, cath lab basics",3,Mid
2016,Psychiatrist,"mental health assessment, crisis intervention, psychotherapy, dsm assessment",15.87,703,"mental health assessment, psychotherapy, dsm assessment",3,Fresher
2017,Surgeon,"laparoscopy, operative skills, sterile technique, postoperative care",16.52,571,"sterile technique, postoperative care, operative skills, laparoscopy",4,Mid
2020,General Physician,"clinical examination, patient care, preventive medicine, emr, diagnosis",10.15,768,"patient care, preventive medicine, emr, clinical examination",4,Mid
2016,Psychiatrist,"psychopharmacology, dsm assessment, psychotherapy, crisis intervention",13.2,636,"crisis intervention, dsm assessment, psychotherapy, mental health assessment",4,Senior
2023,Radiologist,"mri interpretation, pacs, ct interpretation",20.35,462,"ct interpretation, pacs, mri interpretation",3,Fresher
2018,Surgeon,"postoperative care, sterile technique, laparoscopy, anatomy",16.31,703,"anatomy, sterile technique, laparoscopy, postoperative care, operative skills",5,Senior
2025,Emergency Medicine Doctor,"acls, emergency procedures, trauma care, acute management",14.07,664,"emergency procedures, acute management, trauma care, acls",4,Mid
2020,Cardiologist,"cath lab basics, lipid management, heart failure management, echocardiography, ecg interpretation",21.71,692,"heart failure management, echocardiography, lipid management, cath lab basics, ecg interpretation",5,Mid
2016,General Physician,"clinical examination, patient care, preventive medicine, emr, diagnosis",5.01,464,"preventive medicine, patient care, clinical examination, diagnosis, emr",5,Mid
2024,Surgeon,"sterile technique, anatomy, operative skills",18.85,563,"sterile technique, anatomy, laparoscopy",3,Mid
2018,Pathologist,"histopathology, immunohistochemistry, laboratory medicine, microscopy, biopsy analysis",7.06,735,"microscopy, immunohistochemistry",2,Fresher
2023,Pathologist,"immunohistochemistry, microscopy, laboratory medicine, histopathology, biopsy analysis",12.44,803,"biopsy analysis, immunohistochemistry, histopathology, laboratory medicine, microscopy",5,Senior
2022,Pediatrician,"neonatal care, child health, vaccination",20.51,361,"child health, neonatal care, vaccination, adolescent medicine",4,Fresher
2017,Pediatrician,"neonatal care, growth monitoring, vaccination, child health",8.29,1041,"child health, growth monitoring, vaccination, neonatal care",4,Fresher
2020,Psychiatrist,"psychotherapy, mental health assessment, psychopharmacology, dsm assessment",15.01,729,"psychopharmacology, dsm assessment, psychotherapy",3,Fresher
2016,Radiologist,"mri interpretation, ct interpretation, pacs, radiation safety, reporting",12.27,647,"reporting, radiation safety, mri interpretation, pacs",4,Mid
2016,Emergency Medicine Doctor,"emergency procedures, trauma care, acute management, acls",20.72,713,"emergency procedures, acls",2,Senior
2015,Psychiatrist,"crisis intervention, mental health assessment, psychotherapy, dsm assessment, psychopharmacology",21.5,629,"mental health assessment, psychopharmacology, psychotherapy",3,Senior
2025,Emergency Medicine Doctor,"acute management, acls, emergency procedures",10.29,497,"emergency procedures, acute management, acls, trauma care",4,Mid
2016,Pathologist,"biopsy analysis, histopathology, immunohistochemistry, laboratory medicine",7.89,980,"biopsy analysis, histopathology, laboratory medicine, immunohistochemistry, microscopy",5,Senior
2017,General Physician,"clinical examination, emr, preventive medicine",9.47,757,"clinical examination, emr, preventive medicine",3,Mid
2020,Radiologist,"pacs, ct interpretation, reporting, mri interpretation, radiation safety",4.49,716,"radiation safety, reporting",2,Senior
2025,Psychiatrist,"psychopharmacology, crisis intervention, mental health assessment, psychotherapy, dsm assessment",7.26,843,"dsm assessment, psychopharmacology",2,Fresher
2018,Emergency Medicine Doctor,"emergency procedures, trauma care, triage, acute management, acls",10.14,1067,"trauma care, acute management",2,Mid
2015,Pediatrician,"growth monitoring, vaccination, adolescent medicine, neonatal care",9.55,799,"adolescent medicine, neonatal care, growth monitoring, vaccination",4,Senior
2024,Emergency Medicine Doctor,"acls, trauma care, triage",6.46,526,"trauma care, triage, acls, emergency procedures",4,Mid
2023,Pediatrician,"child health, vaccination, neonatal care, growth monitoring",16.77,708,"vaccination, neonatal care, growth monitoring, child health",4,Mid
2016,Emergency Medicine Doctor,"acute management, emergency procedures, acls, triage",9.46,713,"acls, acute management, triage, emergency procedures",4,Senior
2019,Emergency Medicine Doctor,"trauma care, emergency procedures, triage, acls, acute management",16.07,841,"acute management, triage, trauma care",3,Mid
2024,Emergency Medicine Doctor,"triage, acute management, trauma care, emergency procedures, acls",8.38,795,"triage, emergency procedures",2,Fresher
2018,Emergency Medicine Doctor,"trauma care, acute management, emergency procedures",10.07,481,"emergency procedures, trauma care, acute management",3,Fresher
2019,Radiologist,"radiation safety, pacs, ct interpretation, reporting",16.65,663,"radiation safety, pacs, reporting, ct interpretation",4,Mid
2020,Surgeon,"postoperative care, operative skills, sterile technique",15.25,727,"sterile technique, postoperative care, operative skills",3,Fresher
2025,General Physician,"emr, diagnosis, patient care",15.04,556,"diagnosis, patient care",2,Fresher
2022,Pediatrician,"neonatal care, growth monitoring, adolescent medicine, vaccination, child health",11.88,738,"child health, growth monitoring, vaccination, adolescent medicine",4,Fresher
2021,Pathologist,"laboratory medicine, microscopy, histopathology, biopsy analysis, immunohistochemistry",14.03,570,"laboratory medicine, biopsy analysis, histopathology",3,Fresher
2020,Emergency Medicine Doctor,"trauma care, emergency procedures, triage",11.21,373,"trauma care, triage, emergency procedures",3,Mid
2023,General Physician,"clinical examination, emr, diagnosis, preventive medicine",5.44,720,"preventive medicine, emr, diagnosis",3,Mid
2017,General Physician,"preventive medicine, diagnosis, patient care",8.16,292,"preventive medicine, diagnosis, patient care",3,Fresher
2025,Pediatrician,"growth monitoring, vaccination, child health, adolescent medicine",19.38,513,"vaccination, adolescent medicine, child health, growth monitoring, neonatal care",5,Fresher
2017,Cardiologist,"lipid management, cath lab basics, ecg interpretation, echocardiography",5.32,553,"cath lab basics, echocardiography, lipid management, ecg interpretation",4,Mid
2018,Radiologist,"reporting, mri interpretation, radiation safety",21.21,781,"mri interpretation, reporting, pacs",3,Senior
2019,Pathologist,"histopathology, immunohistochemistry, microscopy, laboratory medicine, biopsy analysis",5.78,412,"laboratory medicine, immunohistochemistry, biopsy analysis, histopathology",4,Mid
2016,Psychiatrist,"psychopharmacology, psychotherapy, mental health assessment, dsm assessment, crisis intervention",17.23,720,"mental health assessment, psychopharmacology, dsm assessment",3,Mid
2022,Surgeon,"sterile technique, anatomy, laparoscopy",16.21,775,"laparoscopy, sterile technique, postoperative care",3,Mid
2018,Pediatrician,"adolescent medicine, vaccination, child health",12.74,705,"child health, adolescent medicine, vaccination, neonatal care",4,Mid
2023,Surgeon,"sterile technique, operative skills, postoperative care",4.93,546,"postoperative care, sterile technique, operative skills",3,Mid
2023,Pathologist,"laboratory medicine, biopsy analysis, histopathology, immunohistochemistry",18.24,581,"biopsy analysis, laboratory medicine, microscopy",3,Fresher
2018,Surgeon,"postoperative care, anatomy, operative skills, sterile technique, laparoscopy",17.38,771,"operative skills, laparoscopy, postoperative care, sterile technique, anatomy",5,Senior
2020,Psychiatrist,"psychopharmacology, mental health assessment, psychotherapy, crisis intervention",6.16,455,"psychotherapy, crisis intervention, mental health assessment",3,Senior
2015,Pediatrician,"child health, vaccination, growth monitoring, adolescent medicine, neonatal care",10.6,814,"adolescent medicine, growth monitoring",2,Fresher
2021,Pediatrician,"neonatal care, growth monitoring, vaccination, adolescent medicine, child health",21.97,386,"growth monitoring, adolescent medicine, neonatal care",3,Mid
2015,Pediatrician,"growth monitoring, neonatal care, child health, adolescent medicine",13.07,715,"child health, neonatal care, growth monitoring, adolescent medicine, vaccination",5,Senior
2023,Radiologist,"radiation safety, reporting, mri interpretation, pacs, ct interpretation",17.95,808,"mri interpretation, reporting, radiation safety, pacs, ct interpretation",5,Fresher
2021,Pediatrician,"child health, vaccination, adolescent medicine, neonatal care",12.56,656,"vaccination, child health, adolescent medicine, neonatal care, growth monitoring",5,Fresher
2019,Pediatrician,"child health, vaccination, adolescent medicine, growth monitoring",10.6,688,"vaccination, growth monitoring, adolescent medicine, neonatal care",4,Fresher
2018,Emergency Medicine Doctor,"triage, acls, trauma care, emergency procedures",14.84,622,"trauma care, emergency procedures",2,Fresher
2024,Emergency Medicine Doctor,"acute management, trauma care, emergency procedures, acls, triage",15.55,417,"triage, emergency procedures, acute management, trauma care",4,Senior
2019,Surgeon,"anatomy, laparoscopy, operative skills, sterile technique, postoperative care",12.0,600,"laparoscopy, postoperative care, anatomy, operative skills, sterile technique",5,Senior
2017,Surgeon,"operative skills, postoperative care, anatomy, sterile technique",21.28,772,"postoperative care, anatomy, sterile technique, operative skills",4,Senior
2016,Cardiologist,"lipid management, cath lab basics, echocardiography",14.79,886,"lipid management, cath lab basics, echocardiography",3,Fresher
2019,Psychiatrist,"crisis intervention, psychopharmacology, mental health assessment",17.02,810,"crisis intervention, psychopharmacology, dsm assessment",3,Fresher
2025,Cardiologist,"ecg interpretation, cath lab basics, heart failure management, lipid management",7.2,258,"cath lab basics, lipid management, heart failure management, ecg interpretation, echocardiography",5,Mid
2018,Emergency Medicine Doctor,"acls, emergency procedures, trauma care",21.73,726,"emergency procedures, acls, trauma care, acute management",4,Fresher
2023,Pathologist,"biopsy analysis, laboratory medicine, immunohistochemistry, histopathology",7.71,718,"laboratory medicine, immunohistochemistry, biopsy analysis, histopathology",4,Senior
2021,General Physician,"preventive medicine, diagnosis, clinical examination",16.73,748,"preventive medicine, clinical examination, diagnosis",3,Senior
2017,Psychiatrist,"mental health assessment, crisis intervention, psychopharmacology, dsm assessment, psychotherapy",12.35,982,"psychopharmacology, crisis intervention, psychotherapy",3,Fresher
2021,General Physician,"patient care, clinical examination, diagnosis, emr, preventive medicine",17.39,913,"diagnosis, emr, preventive medicine, clinical examination",4,Senior
2023,Emergency Medicine Doctor,"triage, acute management, acls, trauma care, emergency procedures",4.86,807,"acute management, acls, triage, trauma care, emergency procedures",5,Senior
2021,Pediatrician,"vaccination, child health, growth monitoring, neonatal care, adolescent medicine",11.8,641,"growth monitoring, child health, vaccination",3,Senior
2023,Radiologist,"radiation safety, mri interpretation, ct interpretation",18.79,589,"radiation safety, mri interpretation, ct interpretation",3,Senior
2015,Pathologist,"microscopy, immunohistochemistry, histopathology, biopsy analysis, laboratory medicine",12.42,852,"histopathology, immunohistochemistry",2,Mid
2019,Psychiatrist,"psychopharmacology, dsm assessment, psychotherapy",15.47,424,"psychotherapy, dsm assessment",2,Mid
2021,General Physician,"emr, clinical examination, patient care, preventive medicine, diagnosis",4.1,478,"diagnosis, preventive medicine",2,Senior
2025,Pediatrician,"adolescent medicine, growth monitoring, child health",13.44,725,"child health, growth monitoring, adolescent medicine",3,Fresher
2025,General Physician,"patient care, clinical examination, emr",13.77,860,"emr, clinical examination, patient care, diagnosis",4,Mid
2023,Pathologist,"histopathology, laboratory medicine, immunohistochemistry, biopsy analysis",6.29,1103,"laboratory medicine, biopsy analysis, histopathology, microscopy",4,Senior
2025,Cardiologist,"ecg interpretation, lipid management, heart failure management, echocardiography, cath lab basics",17.59,875,"heart failure management, echocardiography",2,Mid
2022,Pediatrician,"neonatal care, vaccination, growth monitoring, adolescent medicine",21.53,851,"growth monitoring, vaccination, adolescent medicine, neonatal care",4,Mid
2019,Surgeon,"sterile technique, anatomy, laparoscopy, postoperative care, operative skills",13.41,649,"operative skills, anatomy",2,Mid
2023,Cardiologist,"lipid management, ecg interpretation, heart failure management, echocardiography",14.2,782,"lipid management, ecg interpretation, cath lab basics",3,Mid
2023,Surgeon,"operative skills, laparoscopy, sterile technique, postoperative care",9.89,614,"postoperative care, laparoscopy, sterile technique",3,Fresher
2018,Surgeon,"anatomy, operative skills, sterile technique, postoperative care",21.71,1056,"anatomy, operative skills, postoperative care",3,Fresher
2017,Cardiologist,"heart failure management, lipid management, echocardiography, cath lab basics",20.04,619,"cath lab basics, lipid management",2,Mid
2024,Emergency Medicine Doctor,"emergency procedures, triage, acls",17.4,568,"emergency procedures, triage, trauma care",3,Senior
2022,Pathologist,"immunohistochemistry, biopsy analysis, microscopy, histopathology, laboratory medicine",7.74,780,"histopathology, immunohistochemistry, laboratory medicine",3,Fresher
2019,Cardiologist,"lipid management, cath lab basics, echocardiography, heart failure management, ecg interpretation",19.28,691,"heart failure management, ecg interpretation, lipid management, cath lab basics",4,Fresher
2023,Surgeon,"anatomy, laparoscopy, sterile technique, postoperative care",18.12,987,"laparoscopy, sterile technique, postoperative care, anatomy",4,Mid
2019,Pediatrician,"neonatal care, vaccination, growth monitoring, adolescent medicine, child health",8.65,731,"neonatal care, child health, growth monitoring, vaccination",4,Fresher
2025,Cardiologist,"lipid management, echocardiography, ecg interpretation, cath lab basics, heart failure management",18.94,648,"heart failure management, echocardiography",2,Senior
2023,General Physician,"preventive medicine, emr, diagnosis, patient care",18.28,666,"diagnosis, preventive medicine, emr, patient care",4,Mid
2018,Cardiologist,"cath lab basics, heart failure management, ecg interpretation, echocardiography",10.15,803,"cath lab basics, echocardiography, ecg interpretation",3,Senior
2019,Pediatrician,"child health, growth monitoring, adolescent medicine, neonatal care",19.04,891,"child health, adolescent medicine, neonatal care, growth monitoring",4,Fresher
2022,Psychiatrist,"psychotherapy, psychopharmacology, dsm assessment, crisis intervention, mental health assessment",12.57,836,"psychopharmacology, psychotherapy",2,Senior
2019,Radiologist,"radiation safety, reporting, pacs, ct interpretation",7.85,989,"radiation safety, ct interpretation, pacs, reporting",4,Fresher
2022,Cardiologist,"cath lab basics, echocardiography, lipid management, heart failure management",16.76,540,"lipid management, heart failure management",2,Mid
2022,Emergency Medicine Doctor,"emergency procedures, trauma care, acls",7.24,686,"acls, emergency procedures, trauma care, triage",4,Senior
2020,Surgeon,"anatomy, postoperative care, operative skills",4.76,726,"anatomy, postoperative care, operative skills, laparoscopy",4,Senior
2025,Surgeon,"laparoscopy, anatomy, postoperative care, operative skills, sterile technique",14.04,283,"anatomy, laparoscopy, operative skills",3,Senior
2021,Emergency Medicine Doctor,"emergency procedures, trauma care, acls",20.58,568,"acls, trauma care, emergency procedures",3,Mid
2019,Pediatrician,"neonatal care, growth monitoring, vaccination, adolescent medicine, child health",18.57,562,"growth monitoring, adolescent medicine",2,Senior
2018,General Physician,"patient care, diagnosis, clinical examination, preventive medicine, emr",10.42,621,"diagnosis, clinical examination, emr, patient care",4,Fresher
2025,Psychiatrist,"crisis intervention, psychopharmacology, psychotherapy",21.33,813,"crisis intervention, psychotherapy",2,Mid
2017,Cardiologist,"echocardiography, cath lab basics, ecg interpretation, heart failure management, lipid management",8.89,700,"ecg interpretation, heart failure management, echocardiography, lipid management",4,Senior
2020,Emergency Medicine Doctor,"triage, trauma care, acute management",4.97,872,"triage, acute management, trauma care",3,Fresher
2016,Surgeon,"postoperative care, laparoscopy, operative skills, sterile technique",8.08,824,"laparoscopy, postoperative care",2,Senior
2019,Emergency Medicine Doctor,"emergency procedures, acute management, triage, trauma care, acls",19.5,639,"emergency procedures, triage, acute management, acls",4,Senior
2019,Pediatrician,"vaccination, adolescent medicine, child health",17.7,330,"child health, vaccination",2,Mid
2017,Emergency Medicine Doctor,"acute management, acls, emergency procedures",18.36,610,"acls, emergency procedures, acute management, trauma care",4,Mid
2025,Pediatrician,"adolescent medicine, growth monitoring, child health",15.62,800,"adolescent medicine, growth monitoring, child health, vaccination",4,Fresher
2015,Radiologist,"mri interpretation, reporting, pacs, ct interpretation, radiation safety",19.59,858,"reporting, radiation safety, ct interpretation, pacs",4,Mid
2019,Psychiatrist,"dsm assessment, mental health assessment, psychopharmacology, psychotherapy, crisis intervention",11.78,746,"dsm assessment, psychopharmacology",2,Fresher
2023,Psychiatrist,"dsm assessment, psychopharmacology, psychotherapy, crisis intervention",13.0,834,"psychopharmacology, psychotherapy, crisis intervention, dsm assessment",4,Mid
2019,Psychiatrist,"psychotherapy, mental health assessment, crisis intervention, dsm assessment, psychopharmacology",7.75,1162,"crisis intervention, dsm assessment",2,Mid
2024,Emergency Medicine Doctor,"acute management, emergency procedures, trauma care, triage",17.3,437,"triage, emergency procedures, trauma care",3,Mid
2023,Cardiologist,"cath lab basics, ecg interpretation, heart failure management, lipid management",14.93,536,"lipid management, ecg interpretation, heart failure management",3,Mid
2022,Radiologist,"mri interpretation, radiation safety, pacs, reporting",9.09,398,"pacs, reporting, radiation safety",3,Fresher
2019,Radiologist,"reporting, mri interpretation, ct interpretation",5.53,1042,"ct interpretation, mri interpretation, reporting",3,Senior
2024,Cardiologist,"cath lab basics, ecg interpretation, lipid management, echocardiography",4.29,690,"echocardiography, lipid management, ecg interpretation",3,Senior
2025,Radiologist,"ct interpretation, reporting, mri interpretation, pacs",18.11,553,"mri interpretation, pacs, reporting",3,Senior
2018,Pathologist,"biopsy analysis, microscopy, laboratory medicine, histopathology",21.19,502,"biopsy analysis, histopathology, laboratory medicine",3,Fresher
2023,Emergency Medicine Doctor,"acute management, triage, trauma care",8.75,924,"trauma care, acute management, triage, acls",4,Senior
2020,Emergency Medicine Doctor,"acute management, trauma care, acls, triage",15.71,823,"triage, acls, acute management, trauma care",4,Fresher
2024,Emergency Medicine Doctor,"emergency procedures, acute management, triage, trauma care",8.61,779,"acute management, triage, trauma care",3,Fresher
2015,Psychiatrist,"crisis intervention, mental health assessment, dsm assessment",13.95,675,"dsm assessment, crisis intervention, mental health assessment",3,Senior
2015,Pathologist,"histopathology, biopsy analysis, laboratory medicine",8.93,671,"laboratory medicine, histopathology, biopsy analysis, microscopy",4,Senior
2022,Pediatrician,"adolescent medicine, vaccination, neonatal care, growth monitoring, child health",20.13,897,"adolescent medicine, neonatal care, vaccination",3,Mid
2023,Surgeon,"postoperative care, anatomy, operative skills",16.68,451,"postoperative care, anatomy, operative skills",3,Fresher
2022,Pediatrician,"adolescent medicine, growth monitoring, child health, neonatal care",7.38,428,"growth monitoring, adolescent medicine, child health, neonatal care",4,Mid
2025,Cardiologist,"echocardiography, heart failure management, cath lab basics, lipid management",19.31,765,"echocardiography, cath lab basics, lipid management, heart failure management",4,Fresher
2022,Pediatrician,"vaccination, growth monitoring, child health",9.58,244,"growth monitoring, child health, vaccination",3,Mid
2015,Pediatrician,"growth monitoring, adolescent medicine, neonatal care, child health, vaccination",10.78,718,"neonatal care, child health, adolescent medicine, vaccination",4,Fresher
2015,Psychiatrist,"mental health assessment, crisis intervention, psychopharmacology, psychotherapy, dsm assessment",21.65,866,"psychotherapy, psychopharmacology, crisis intervention, dsm assessment, mental health assessment",5,Mid
2025,Emergency Medicine Doctor,"trauma care, acute management, emergency procedures, acls",4.31,889,"emergency procedures, trauma care, acls",3,Senior
2022,Surgeon,"operative skills, anatomy, postoperative care",3.96,863,"anatomy, postoperative care, operative skills, laparoscopy",4,Mid
2021,Emergency Medicine Doctor,"acute management, triage, emergency procedures, acls, trauma care",16.09,667,"emergency procedures, acls, triage, acute management",4,Mid
2022,General Physician,"patient care, diagnosis, clinical examination, preventive medicine",7.79,823,"diagnosis, patient care, preventive medicine",3,Fresher
2019,Pathologist,"histopathology, immunohistochemistry, laboratory medicine, biopsy analysis",7.36,624,"biopsy analysis, immunohistochemistry, laboratory medicine",3,Senior
2020,General Physician,"diagnosis, emr, preventive medicine, clinical examination, patient care",14.85,382,"clinical examination, preventive medicine, patient care",3,Senior
2024,Radiologist,"mri interpretation, pacs, ct interpretation, radiation safety",11.57,811,"mri interpretation, pacs, ct interpretation, radiation safety, reporting",5,Fresher
2021,Radiologist,"reporting, radiation safety, ct interpretation, mri interpretation, pacs",8.03,792,"pacs, mri interpretation, ct interpretation",3,Mid
2025,Pathologist,"histopathology, microscopy, biopsy analysis, immunohistochemistry",19.72,581,"immunohistochemistry, biopsy analysis",2,Senior
2018,Radiologist,"radiation safety, pacs, mri interpretation",16.39,1014,"pacs, mri interpretation, reporting",3,Mid
2015,Cardiologist,"echocardiography, cath lab basics, heart failure management, ecg interpretation",8.14,910,"echocardiography, ecg interpretation, lipid management",3,Senior
2016,General Physician,"patient care, diagnosis, preventive medicine, emr",7.26,662,"emr, patient care, preventive medicine, diagnosis, clinical examination",5,Mid
2025,Emergency Medicine Doctor,"triage, acls, trauma care, acute management",11.53,566,"triage, acls, acute management, trauma care",4,Fresher
2017,Surgeon,"anatomy, operative skills, sterile technique",7.79,496,"anatomy, operative skills, sterile technique",3,Fresher
2019,Pathologist,"immunohistochemistry, histopathology, microscopy",15.48,604,"immunohistochemistry, histopathology",2,Mid
2021,Cardiologist,"heart failure management, cath lab basics, lipid management, echocardiography, ecg interpretation",5.26,737,"echocardiography, cath lab basics",2,Mid
2025,General Physician,"patient care, preventive medicine, diagnosis, clinical examination",12.85,703,"diagnosis, clinical examination, patient care, preventive medicine",4,Mid
2016,Pathologist,"immunohistochemistry, microscopy, histopathology, laboratory medicine, biopsy analysis",13.33,812,"laboratory medicine, microscopy, histopathology, biopsy analysis",4,Senior
2025,Cardiologist,"cath lab basics, echocardiography, lipid management, heart failure management, ecg interpretation",14.14,394,"ecg interpretation, echocardiography, heart failure management, lipid management, cath lab basics",5,Senior
2021,General Physician,"preventive medicine, patient care, diagnosis, clinical examination",19.84,743,"patient care, clinical examination",2,Mid
2023,Emergency Medicine Doctor,"trauma care, acute management, emergency procedures, triage, acls",8.11,419,"trauma care, acls, triage, emergency procedures",4,Mid
2015,Emergency Medicine Doctor,"acute management, emergency procedures, trauma care, triage, acls",8.85,724,"acute management, acls, triage, trauma care",4,Mid
2020,Psychiatrist,"psychotherapy, psychopharmacology, crisis intervention, mental health assessment, dsm assessment",16.68,703,"psychotherapy, psychopharmacology",2,Mid
2021,Emergency Medicine Doctor,"emergency procedures, acls, acute management",20.39,881,"emergency procedures, acute management, acls",3,Senior
