Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2022,Project Manager Civil,"risk management, tendering, pmp, primavera",4.26,307,"tendering, pmp, primavera, contract administration",4,Mid
2018,Site Engineer,"surveying, quality checks, site supervision, safety management",12.66,541,"surveying, safety management, quality checks, site supervision, method statement",5,Mid
2020,Highway Engineer,"autocad civil 3d, traffic engineering, geometric design, irc codes, pavement design",12.42,512,"irc codes, autocad civil 3d",2,Mid
2024,Quantity Surveyor,"estimation, primavera, contracts",13.53,701,"primavera, contracts, estimation",3,Fresher
2019,Geotechnical Engineer,"plaxis, slope stability, foundation design, soil mechanics",17.82,725,"soil mechanics, slope stability",2,Mid
2015,BIM Civil Engineer,"ifc, civil 3d, clash detection",9.66,1098,"ifc, clash detection, civil 3d",3,Senior
2020,Structural Engineer,"staad pro, steel design, etabs",18.26,456,"steel design, staad pro, etabs",3,Mid
2020,Site Engineer,"site supervision, quality checks, surveying",9.72,120,"quality checks, site supervision, surveying",3,Fresher
2019,BIM Civil Engineer,"clash detection, ifc, navisworks, civil 3d, revit",13.45,582,"ifc, civil 3d",2,Senior
2023,Urban Planner,"land use planning, gis, zoning regulations, transportation planning, sustainability",5.86,546,"zoning regulations, sustainability, gis, land use planning",4,Mid
2018,Site Engineer,"surveying, safety management, site supervision, quality checks",12.01,752,"quality checks, surveying, site supervision, safety management",4,Fresher
2022,Urban Planner,"sustainability, land use planning, zoning regulations, gis",8.03,837,"gis, land use planning, sustainability, transportation planning",4,Senior
2018,Quantity Surveyor,"primavera, boq, estimation, contracts",6.48,736,"primavera, contracts, boq, estimation, cost control",5,Mid
2021,Project Manager Civil,"risk management, tendering, pmp",12.47,715,"pmp, tendering, risk management",3,Senior
2020,BIM Civil Engineer,"civil 3d, clash detection, revit",10.36,530,"clash detection, civil 3d, revit",3,Fresher
2021,Geotechnical Engineer,"slope stability, bore log interpretation, plaxis, foundation design, soil mechanics",21.79,878,"bore log interpretation, plaxis, slope stability",3,Mid
2021,BIM Civil Engineer,"ifc, navisworks, revit",10.08,431,"navisworks, revit, ifc",3,Fresher
2017,Quantity Surveyor,"contracts, boq, estimation",11.25,606,"contracts, estimation, boq, primavera",4,Fresher
2023,Highway Engineer,"irc codes, pavement design, geometric design",13.11,871,"irc codes, pavement design, geometric design",3,Senior
2017,Geotechnical Engineer,"soil mechanics, bore log interpretation, plaxis, slope stability",3.91,801,"bore log interpretation, plaxis, soil mechanics, slope stability, foundation design",5,Senior
2020,Project Manager Civil,"contract administration, pmp, tendering, risk management, primavera",8.12,799,"primavera, pmp, tendering",3,Senior
2020,Urban Planner,"land use planning, zoning regulations, transportation planning, gis, sustainability",20.37,730,"sustainability, transportation planning, zoning regulations",3,Mid
2021,Geotechnical Engineer,"plaxis, slope stability, bore log interpretation, soil mechanics",4.9,516,"soil mechanics, plaxis, slope stability, bore log interpretation",4,Mid
2020,Highway Engineer,"geometric design, traffic engineering, autocad civil 3d",17.68,462,"geometric design, autocad civil 3d, traffic engineering",3,Fresher
2024,Site Engineer,"site supervision, surveying, method statement, safety management, quality checks",4.65,611,"safety management, site supervision, method statement",3,Fresher
2015,Urban Planner,"land use planning, sustainability, transportation planning, zoning regulations",4.19,640,"sustainability, land use planning, zoning regulations, transportation planning, gis",5,Senior
2021,Urban Planner,"transportation planning, sustainability, gis, zoning regulations",13.64,596,"zoning regulations, gis, sustainability",3,Fresher
2018,Highway Engineer,"autocad civil 3d, traffic engineering, pavement design, geometric design, irc codes",5.09,999,"autocad civil 3d, geometric design, traffic engineering, irc codes",4,Senior
2025,Geotechnical Engineer,"foundation design, slope stability, plaxis, bore log interpretation",6.08,707,"foundation design, plaxis",2,Senior
2017,Urban Planner,"transportation planning, gis, sustainability, land use planning, zoning regulations",14.56,771,"land use planning, sustainability, zoning regulations, gis, transportation planning",5,Fresher
2020,Highway Engineer,"irc codes, geometric design, pavement design",17.7,957,"pavement design, irc codes, geometric design",3,Senior
2022,Urban Planner,"sustainability, gis, transportation planning, land use planning",6.88,841,"transportation planning, sustainability, gis",3,Fresher
2025,Geotechnical Engineer,"plaxis, foundation design, slope stability, soil mechanics, bore log interpretation",5.08,834,"soil mechanics, bore log interpretation, foundation design, slope stability, plaxis",5,Mid
2015,Urban Planner,"gis, transportation planning, land use planning, zoning regulations",21.96,882,"zoning regulations, transportation planning, gis, land use planning",4,Fresher
2016,Quantity Surveyor,"contracts, estimation, cost control, primavera",21.83,949,"estimation, cost control, contracts, primavera",4,Fresher
2022,Structural Engineer,"steel design, etabs, staad pro, seismic design, reinforced concrete",15.05,522,"staad pro, reinforced concrete",2,Senior
2025,Quantity Surveyor,"estimation, cost control, boq, primavera, contracts",12.37,753,"contracts, estimation",2,Senior
2025,Project Manager Civil,"contract administration, primavera, pmp, tendering, risk management",3.78,980,"risk management, primavera, tendering",3,Fresher
2024,Highway Engineer,"autocad civil 3d, pavement design, irc codes, geometric design, traffic engineering",6.8,1086,"traffic engineering, autocad civil 3d, pavement design, irc codes",4,Fresher
2015,Quantity Surveyor,"estimation, primavera, boq",13.16,859,"primavera, estimation",2,Fresher
2016,BIM Civil Engineer,"navisworks, ifc, civil 3d, clash detection, revit",6.24,682,"revit, ifc",2,Senior
2025,Urban Planner,"transportation planning, land use planning, gis, sustainability",20.94,777,"land use planning, sustainability, transportation planning, gis",4,Fresher
2018,Highway Engineer,"irc codes, pavement design, geometric design",13.97,1142,"pavement design, geometric design",2,Senior
2024,Highway Engineer,"geometric design, traffic engineering, autocad civil 3d, pavement design",15.4,606,"autocad civil 3d, geometric design, traffic engineering",3,Fresher
2016,Urban Planner,"gis, sustainability, transportation planning",10.97,382,"transportation planning, gis, sustainability",3,Mid
2023,Quantity Surveyor,"primavera, contracts, cost control",4.64,884,"contracts, cost control, primavera",3,Senior
2018,Geotechnical Engineer,"slope stability, soil mechanics, foundation design, bore log interpretation",14.63,557,"bore log interpretation, slope stability, foundation design, soil mechanics",4,Mid
2019,Highway Engineer,"traffic engineering, autocad civil 3d, irc codes, pavement design, geometric design",10.85,981,"traffic engineering, irc codes",2,Fresher
2022,Quantity Surveyor,"boq, estimation, primavera, cost control",3.95,861,"estimation, primavera, boq, cost control",4,Fresher
2023,Geotechnical Engineer,"plaxis, soil mechanics, foundation design, slope stability",10.79,535,"plaxis, foundation design",2,Senior
2025,Site Engineer,"method statement, quality checks, surveying, site supervision",5.66,664,"method statement, quality checks, site supervision, surveying, safety management",5,Mid
2021,Quantity Surveyor,"cost control, boq, primavera, estimation, contracts",10.52,1194,"boq, estimation, cost control, contracts, primavera",5,Senior
2015,Geotechnical Engineer,"foundation design, bore log interpretation, plaxis, slope stability, soil mechanics",19.09,1258,"slope stability, foundation design, soil mechanics, plaxis",4,Mid
2020,Quantity Surveyor,"primavera, cost control, boq, estimation",21.09,992,"boq, cost control, estimation",3,Mid
2018,Geotechnical Engineer,"foundation design, soil mechanics, plaxis, bore log interpretation, slope stability",6.78,858,"soil mechanics, bore log interpretation",2,Fresher
2024,Urban Planner,"sustainability, land use planning, transportation planning, gis",3.94,1069,"gis, sustainability, land use planning, transportation planning",4,Senior
2025,BIM Civil Engineer,"ifc, civil 3d, clash detection, navisworks",18.02,710,"civil 3d, ifc, clash detection, navisworks",4,Mid
2017,Highway Engineer,"irc codes, geometric design, autocad civil 3d, traffic engineering, pavement design",13.88,443,"irc codes, autocad civil 3d, traffic engineering, pavement design, geometric design",5,Fresher
2017,Quantity Surveyor,"estimation, contracts, cost control, boq",5.39,1138,"cost control, boq, contracts, estimation",4,Senior
2021,Site Engineer,"quality checks, safety management, surveying, method statement, site supervision",15.93,367,"site supervision, method statement, safety management, quality checks",4,Senior
2017,Quantity Surveyor,"cost control, contracts, estimation",7.75,550,"cost control, estimation",2,Senior
2018,BIM Civil Engineer,"clash detection, civil 3d, ifc, revit",3.96,932,"clash detection, revit, ifc, civil 3d",4,Senior
2019,Structural Engineer,"seismic design, steel design, reinforced concrete, etabs, staad pro",6.18,457,"staad pro, steel design, etabs, seismic design",4,Mid
2021,Project Manager Civil,"contract administration, risk management, pmp, primavera, tendering",12.05,185,"contract administration, pmp",2,Senior
2016,Site Engineer,"method statement, site supervision, safety management",7.09,881,"site supervision, safety management, surveying",3,Senior
2024,Quantity Surveyor,"boq, primavera, contracts, estimation",6.48,322,"estimation, boq, contracts, primavera",4,Senior
2022,BIM Civil Engineer,"navisworks, clash detection, ifc, civil 3d, revit",13.17,456,"ifc, navisworks, clash detection",3,Senior
2015,BIM Civil Engineer,"revit, ifc, civil 3d, clash detection",13.35,709,"clash detection, civil 3d, ifc, revit",4,Fresher
2019,Urban Planner,"zoning regulations, gis, land use planning",20.84,461,"land use planning, gis, transportation planning",3,Mid
2023,Urban Planner,"land use planning, gis, zoning regulations",10.24,893,"land use planning, gis, zoning regulations, sustainability",4,Senior
2019,Highway Engineer,"autocad civil 3d, irc codes, geometric design, traffic engineering, pavement design",5.21,482,"traffic engineering, pavement design, autocad civil 3d",3,Mid
2023,Geotechnical Engineer,"slope stability, bore log interpretation, foundation design, plaxis, soil mechanics",10.21,873,"foundation design, bore log interpretation, slope stability, soil mechanics",4,Mid
2023,Quantity Surveyor,"cost control, contracts, primavera, boq, estimation",17.49,967,"cost control, primavera, contracts, estimation, boq",5,Fresher
2018,Geotechnical Engineer,"slope stability, soil mechanics, bore log interpretation, plaxis",11.31,633,"plaxis, slope stability, soil mechanics",3,Mid
2023,Urban Planner,"transportation planning, gis, zoning regulations, land use planning, sustainability",19.47,1086,"zoning regulations, gis, transportation planning",3,Senior
2023,Quantity Surveyor,"estimation, cost control, primavera, contracts",4.94,830,"primavera, cost control, contracts, estimation, boq",5,Senior
2025,Site Engineer,"surveying, method statement, quality checks, safety management, site supervision",10.93,569,"safety management, quality checks",2,Mid
2019,Project Manager Civil,"contract administration, risk management, pmp",5.49,249,"pmp, contract administration, risk management, primavera",4,Fresher
2019,BIM Civil Engineer,"navisworks, clash detection, ifc, civil 3d, revit",8.8,929,"civil 3d, ifc, clash detection",3,Mid
2020,Quantity Surveyor,"estimation, primavera, cost control, boq",15.95,548,"boq, estimation, primavera",3,Mid
2016,Highway Engineer,"geometric design, autocad civil 3d, irc codes, pavement design, traffic engineering",6.69,834,"irc codes, traffic engineering, pavement design, autocad civil 3d, geometric design",5,Fresher
2020,Geotechnical Engineer,"slope stability, bore log interpretation, foundation design",10.61,873,"bore log interpretation, slope stability, foundation design",3,Senior
2016,Quantity Surveyor,"boq, contracts, cost control, primavera, estimation",18.94,661,"primavera, cost control, boq",3,Senior
2017,Geotechnical Engineer,"foundation design, slope stability, soil mechanics",14.25,478,"soil mechanics, foundation design",2,Senior
2022,Structural Engineer,"staad pro, steel design, seismic design, reinforced concrete, etabs",10.39,895,"steel design, staad pro, reinforced concrete",3,Mid
2025,Structural Engineer,"staad pro, reinforced concrete, etabs, seismic design, steel design",4.52,703,"reinforced concrete, seismic design, etabs, staad pro, steel design",5,Mid
2017,BIM Civil Engineer,"civil 3d, navisworks, revit",9.5,788,"civil 3d, revit, navisworks, clash detection",4,Senior
2015,Structural Engineer,"staad pro, reinforced concrete, steel design",10.7,1015,"steel design, staad pro, reinforced concrete",3,Mid
2025,Structural Engineer,"seismic design, etabs, staad pro, steel design, reinforced concrete",17.04,726,"staad pro, reinforced concrete, etabs, steel design",4,Mid
2024,Urban Planner,"transportation planning, gis, zoning regulations",17.78,512,"gis, zoning regulations, transportation planning",3,Mid
2024,Geotechnical Engineer,"bore log interpretation, soil mechanics, slope stability, foundation design",18.67,578,"bore log interpretation, slope stability, soil mechanics, foundation design, plaxis",5,Senior
2024,Geotechnical Engineer,"bore log interpretation, foundation design, plaxis, soil mechanics",16.11,708,"plaxis, soil mechanics, bore log interpretation, foundation design",4,Mid
2022,Structural Engineer,"seismic design, reinforced concrete, etabs, steel design, staad pro",10.27,635,"seismic design, steel design, staad pro, reinforced concrete",4,Mid
2016,Highway Engineer,"irc codes, pavement design, traffic engineering",13.24,336,"pavement design, irc codes, traffic engineering, autocad civil 3d",4,Mid
2023,Structural Engineer,"reinforced concrete, staad pro, etabs, steel design",11.44,758,"reinforced concrete, staad pro, steel design, etabs, seismic design",5,Senior
2016,BIM Civil Engineer,"ifc, clash detection, revit, civil 3d, navisworks",18.52,544,"clash detection, ifc, revit",3,Senior
2024,Urban Planner,"zoning regulations, land use planning, sustainability, gis",18.47,310,"land use planning, sustainability, gis, transportation planning",4,Fresher
2016,Highway Engineer,"geometric design, pavement design, irc codes, traffic engineering",6.44,873,"geometric design, traffic engineering, pavement design",3,Senior
2024,Highway Engineer,"autocad civil 3d, pavement design, traffic engineering, irc codes",12.72,788,"pavement design, irc codes, traffic engineering, autocad civil 3d",4,Senior
2024,Geotechnical Engineer,"soil mechanics, plaxis, foundation design, bore log interpretation, slope stability",11.07,803,"plaxis, slope stability, bore log interpretation, foundation design, soil mechanics",5,Senior
2021,Structural Engineer,"etabs, reinforced concrete, staad pro, seismic design",21.94,816,"seismic design, etabs, staad pro, reinforced concrete",4,Fresher
2019,Site Engineer,"surveying, quality checks, safety management",11.18,661,"safety management, quality checks, surveying",3,Fresher
2019,Site Engineer,"method statement, quality checks, site supervision",15.86,531,"method statement, site supervision, quality checks, surveying",4,Mid
2015,Project Manager Civil,"tendering, risk management, primavera, contract administration",15.55,704,"risk management, primavera, contract administration, tendering",4,Mid
2018,Quantity Surveyor,"boq, contracts, cost control, primavera",7.34,320,"boq, cost control, primavera, estimation",4,Fresher
2023,Urban Planner,"land use planning, sustainability, gis",4.69,746,"land use planning, sustainability, gis",3,Mid
2021,Geotechnical Engineer,"plaxis, bore log interpretation, slope stability",14.45,438,"plaxis, slope stability, bore log interpretation, foundation design",4,Fresher
2023,Site Engineer,"site supervision, quality checks, method statement, safety management",15.58,527,"method statement, site supervision, quality checks, safety management",4,Senior
2022,Structural Engineer,"staad pro, steel design, seismic design",12.36,693,"staad pro, seismic design, reinforced concrete",3,Fresher
2016,BIM Civil Engineer,"ifc, civil 3d, navisworks, clash detection",6.48,687,"civil 3d, navisworks, ifc, clash detection, revit",5,Fresher
2018,BIM Civil Engineer,"navisworks, revit, civil 3d, ifc",6.11,866,"civil 3d, ifc, navisworks, revit",4,Senior
2020,Highway Engineer,"irc codes, traffic engineering, pavement design, autocad civil 3d, geometric design",19.29,921,"geometric design, traffic engineering",2,Senior
2018,Urban Planner,"zoning regulations, gis, land use planning, sustainability, transportation planning",11.85,921,"zoning regulations, gis, transportation planning",3,Senior
2019,Highway Engineer,"autocad civil 3d, traffic engineering, geometric design, pavement design, irc codes",7.3,862,"traffic engineering, pavement design, irc codes, geometric design",4,Fresher
2016,Highway Engineer,"irc codes, traffic engineering, autocad civil 3d",3.8,734,"irc codes, autocad civil 3d, traffic engineering",3,Fresher
2022,Quantity Surveyor,"primavera, contracts, boq, cost control, estimation",8.09,1030,"primavera, boq",2,Mid
2024,Project Manager Civil,"primavera, risk management, tendering",15.35,442,"risk management, primavera",2,Senior
2024,Quantity Surveyor,"primavera, boq, contracts",9.63,652,"boq, contracts, primavera, cost control",4,Senior
2015,Urban Planner,"land use planning, gis, zoning regulations",10.07,1083,"zoning regulations, land use planning",2,Fresher
2015,Highway Engineer,"irc codes, traffic engineering, pavement design, geometric design, autocad civil 3d",10.06,770,"traffic engineering, irc codes",2,Mid
2018,Geotechnical Engineer,"plaxis, slope stability, bore log interpretation, foundation design, soil mechanics",12.63,1044,"plaxis, bore log interpretation, foundation design, soil mechanics",4,Senior
2025,Structural Engineer,"steel design, staad pro, etabs",21.76,979,"steel design, staad pro, etabs",3,Fresher
2021,Project Manager Civil,"tendering, pmp, primavera, risk management",20.14,670,"pmp, tendering, primavera, risk management",4,Mid
2020,Quantity Surveyor,"cost control, boq, contracts, estimation, primavera",17.54,1003,"contracts, boq, cost control, primavera",4,Senior
2016,Highway Engineer,"traffic engineering, geometric design, pavement design, irc codes, autocad civil 3d",13.29,821,"pavement design, traffic engineering",2,Senior
2019,Geotechnical Engineer,"bore log interpretation, foundation design, plaxis, slope stability",6.01,635,"foundation design, plaxis, slope stability",3,Fresher
2017,Quantity Surveyor,"primavera, boq, estimation, cost control",20.1,838,"cost control, primavera, estimation, boq",4,Mid
2020,Structural Engineer,"steel design, etabs, staad pro, reinforced concrete",17.48,952,"etabs, reinforced concrete, steel design, staad pro, seismic design",5,Mid
2023,Highway Engineer,"autocad civil 3d, irc codes, geometric design",17.92,562,"irc codes, autocad civil 3d, geometric design, pavement design",4,Mid
2021,BIM Civil Engineer,"revit, ifc, clash detection, civil 3d",21.28,220,"revit, ifc, clash detection, navisworks",4,Mid
2017,Geotechnical Engineer,"plaxis, soil mechanics, slope stability, bore log interpretation",21.56,975,"soil mechanics, plaxis, bore log interpretation",3,Fresher
2020,Highway Engineer,"autocad civil 3d, pavement design, geometric design, traffic engineering, irc codes",18.14,616,"autocad civil 3d, irc codes, geometric design",3,Mid
2015,Project Manager Civil,"pmp, contract administration, tendering",21.32,564,"contract administration, tendering",2,Senior
2021,Highway Engineer,"autocad civil 3d, traffic engineering, irc codes, geometric design",5.87,761,"autocad civil 3d, traffic engineering, pavement design",3,Senior
2019,BIM Civil Engineer,"clash detection, revit, civil 3d, navisworks, ifc",6.66,968,"revit, civil 3d",2,Fresher
2015,Site Engineer,"method statement, safety management, surveying, quality checks",17.8,764,"surveying, method statement",2,Fresher
2024,Geotechnical Engineer,"foundation design, bore log interpretation, soil mechanics, slope stability",7.59,503,"foundation design, soil mechanics, slope stability",3,Mid
2016,Site Engineer,"site supervision, quality checks, surveying, safety management, method statement",9.91,606,"safety management, site supervision, surveying, method statement, quality checks",5,Fresher
2018,BIM Civil Engineer,"revit, navisworks, clash detection, ifc",12.7,424,"navisworks, clash detection, revit, ifc, civil 3d",5,Fresher
2025,Geotechnical Engineer,"bore log interpretation, plaxis, foundation design",16.16,657,"bore log interpretation, plaxis, foundation design",3,Senior
2018,Urban Planner,"transportation planning, sustainability, zoning regulations",3.98,703,"zoning regulations, transportation planning, sustainability, land use planning",4,Mid
2017,Geotechnical Engineer,"foundation design, slope stability, soil mechanics",3.65,542,"soil mechanics, foundation design",2,Mid
2023,Project Manager Civil,"primavera, tendering, pmp, contract administration",4.49,788,"pmp, contract administration, primavera",3,Fresher
2018,Geotechnical Engineer,"soil mechanics, slope stability, foundation design, plaxis, bore log interpretation",15.02,728,"plaxis, bore log interpretation",2,Senior
2017,Quantity Surveyor,"contracts, primavera, estimation, cost control, boq",8.3,667,"cost control, estimation, contracts, boq, primavera",5,Mid
2016,Urban Planner,"zoning regulations, gis, land use planning",9.26,719,"zoning regulations, gis",2,Senior
2018,Structural Engineer,"etabs, staad pro, reinforced concrete, seismic design, steel design",18.11,924,"reinforced concrete, seismic design, staad pro, steel design",4,Mid
2018,Geotechnical Engineer,"slope stability, bore log interpretation, foundation design, plaxis",19.72,917,"bore log interpretation, slope stability, foundation design",3,Mid
2025,Project Manager Civil,"tendering, contract administration, primavera, pmp",16.47,835,"contract administration, pmp, tendering, primavera, risk management",5,Senior
2023,Quantity Surveyor,"cost control, contracts, estimation, boq, primavera",8.47,299,"cost control, primavera",2,Senior
2020,Site Engineer,"quality checks, site supervision, safety management, surveying, method statement",20.34,935,"site supervision, quality checks, safety management, method statement, surveying",5,Fresher
2016,Quantity Surveyor,"contracts, primavera, cost control, estimation",21.06,582,"contracts, primavera",2,Fresher
2020,Structural Engineer,"etabs, steel design, staad pro",12.99,570,"staad pro, etabs, steel design",3,Senior
2017,BIM Civil Engineer,"navisworks, ifc, civil 3d",5.15,676,"civil 3d, ifc, navisworks, clash detection",4,Mid
2024,BIM Civil Engineer,"clash detection, navisworks, ifc",14.11,934,"clash detection, navisworks, ifc, civil 3d",4,Fresher
2025,Quantity Surveyor,"cost control, contracts, primavera, boq, estimation",15.24,395,"contracts, boq, primavera, estimation",4,Senior
2017,Highway Engineer,"irc codes, geometric design, traffic engineering",15.49,865,"irc codes, traffic engineering, geometric design, pavement design",4,Fresher
2025,Quantity Surveyor,"boq, estimation, cost control, contracts, primavera",6.28,804,"primavera, contracts, cost control, estimation, boq",5,Senior
2021,Site Engineer,"surveying, site supervision, quality checks",3.75,666,"quality checks, surveying, site supervision, safety management",4,Fresher
2018,Geotechnical Engineer,"slope stability, soil mechanics, foundation design, bore log interpretation, plaxis",20.95,570,"plaxis, slope stability, bore log interpretation, soil mechanics, foundation design",5,Mid
2020,Highway Engineer,"irc codes, autocad civil 3d, geometric design, pavement design, traffic engineering",19.95,721,"traffic engineering, pavement design, irc codes",3,Mid
2021,Highway Engineer,"traffic engineering, irc codes, pavement design, geometric design",5.99,543,"geometric design, traffic engineering, irc codes, pavement design",4,Mid
2025,Urban Planner,"land use planning, gis, zoning regulations, transportation planning, sustainability",6.21,663,"transportation planning, sustainability, gis",3,Senior
2025,Site Engineer,"quality checks, safety management, method statement, site supervision",11.78,593,"quality checks, safety management, method statement, site supervision",4,Fresher
2024,Highway Engineer,"autocad civil 3d, geometric design, pavement design, traffic engineering, irc codes",16.4,562,"irc codes, pavement design",2,Senior
2015,Structural Engineer,"staad pro, etabs, steel design, reinforced concrete",12.22,938,"staad pro, steel design, etabs, reinforced concrete, seismic design",5,Mid
2020,Quantity Surveyor,"primavera, estimation, contracts",4.04,758,"contracts, estimation, primavera",3,Senior
2020,Geotechnical Engineer,"plaxis, soil mechanics, bore log interpretation, foundation design, slope stability",6.46,924,"soil mechanics, bore log interpretation, foundation design",3,Fresher
2016,Highway Engineer,"pavement design, geometric design, traffic engineering",7.5,362,"geometric design, pavement design, traffic engineering",3,Senior
2021,Structural Engineer,"staad pro, seismic design, steel design, etabs, reinforced concrete",14.1,497,"steel design, seismic design, etabs, staad pro",4,Mid
2020,Urban Planner,"transportation planning, land use planning, sustainability",17.74,577,"land use planning, sustainability, transportation planning, gis",4,Mid
2016,Site Engineer,"surveying, quality checks, method statement, site supervision",12.21,893,"site supervision, method statement",2,Mid
2019,Site Engineer,"safety management, quality checks, site supervision, method statement",4.07,670,"safety management, site supervision, quality checks, method statement",4,Mid
2024,Structural Engineer,"staad pro, etabs, seismic design, steel design",21.07,451,"steel design, etabs, seismic design",3,Mid
2024,Geotechnical Engineer,"bore log interpretation, soil mechanics, plaxis",20.91,281,"bore log interpretation, plaxis, soil mechanics",3,Senior
2022,Urban Planner,"zoning regulations, gis, sustainability, transportation planning, land use planning",4.51,542,"gis, land use planning",2,Mid
2024,Highway Engineer,"irc codes, autocad civil 3d, pavement design",19.69,779,"irc codes, autocad civil 3d, traffic engineering",3,Senior
2015,Project Manager Civil,"pmp, tendering, risk management, primavera, contract administration",19.7,701,"risk management, primavera, tendering, pmp",4,Fresher
2019,Quantity Surveyor,"cost control, boq, primavera, estimation, contracts",18.87,909,"estimation, boq, contracts, cost control, primavera",5,Senior
2020,BIM Civil Engineer,"ifc, civil 3d, clash detection, navisworks, revit",16.67,751,"civil 3d, revit, clash detection, ifc",4,Senior
2023,Urban Planner,"zoning regulations, land use planning, sustainability, gis, transportation planning",13.79,411,"zoning regulations, sustainability, transportation planning, land use planning",4,Mid
2025,BIM Civil Engineer,"clash detection, civil 3d, ifc, revit, navisworks",4.26,1001,"navisworks, civil 3d, clash detection",3,Fresher
2024,Project Manager Civil,"contract administration, pmp, risk management, primavera, tendering",15.12,502,"pmp, primavera, tendering, contract administration",4,Fresher
2023,Urban Planner,"sustainability, gis, transportation planning, land use planning, zoning regulations",7.94,927,"gis, sustainability, zoning regulations",3,Fresher
2018,Urban Planner,"land use planning, gis, transportation planning, sustainability",18.84,694,"land use planning, gis, sustainability, transportation planning, zoning regulations",5,Senior
2024,Highway Engineer,"autocad civil 3d, traffic engineering, irc codes, geometric design",18.12,927,"traffic engineering, irc codes, autocad civil 3d",3,Mid
2016,Geotechnical Engineer,"soil mechanics, slope stability, foundation design, bore log interpretation, plaxis",5.83,1053,"bore log interpretation, slope stability",2,Fresher
2025,Highway Engineer,"traffic engineering, autocad civil 3d, geometric design, pavement design",17.37,736,"geometric design, pavement design, autocad civil 3d, traffic engineering",4,Senior
2015,BIM Civil Engineer,"clash detection, navisworks, civil 3d, ifc",5.8,954,"clash detection, civil 3d",2,Senior
2016,Structural Engineer,"staad pro, etabs, steel design",15.17,1150,"staad pro, steel design, etabs",3,Senior
2015,Highway Engineer,"autocad civil 3d, pavement design, irc codes",9.85,745,"irc codes, pavement design",2,Senior
2018,Structural Engineer,"steel design, seismic design, etabs",10.81,510,"etabs, seismic design, steel design",3,Mid
2019,Geotechnical Engineer,"slope stability, foundation design, bore log interpretation, plaxis, soil mechanics",21.8,1035,"plaxis, foundation design, soil mechanics, bore log interpretation",4,Mid
2020,Quantity Surveyor,"contracts, primavera, boq, cost control, estimation",15.64,638,"contracts, boq, cost control",3,Senior
2023,Geotechnical Engineer,"slope stability, soil mechanics, bore log interpretation, foundation design",11.71,388,"soil mechanics, bore log interpretation, slope stability, foundation design",4,Mid
2020,Site Engineer,"method statement, surveying, quality checks, safety management",17.18,923,"surveying, method statement, safety management, quality checks",4,Fresher
2020,Urban Planner,"land use planning, transportation planning, gis",21.4,699,"land use planning, transportation planning, gis, sustainability",4,Mid
2019,Project Manager Civil,"primavera, pmp, tendering, risk management",6.28,788,"tendering, risk management, pmp, primavera",4,Fresher
2017,Geotechnical Engineer,"foundation design, slope stability, bore log interpretation, plaxis, soil mechanics",8.72,874,"plaxis, slope stability, foundation design",3,Senior
2019,Urban Planner,"land use planning, gis, transportation planning",13.65,725,"gis, land use planning",2,Fresher
2022,Highway Engineer,"pavement design, traffic engineering, irc codes",16.87,445,"traffic engineering, pavement design, irc codes, geometric design",4,Fresher
2020,BIM Civil Engineer,"clash detection, navisworks, civil 3d",10.01,609,"civil 3d, navisworks, clash detection",3,Mid
2016,Urban Planner,"transportation planning, land use planning, zoning regulations",5.86,951,"land use planning, zoning regulations, transportation planning",3,Mid
2021,BIM Civil Engineer,"clash detection, ifc, navisworks, revit, civil 3d",16.23,720,"navisworks, clash detection, civil 3d, revit",4,Mid
2018,Urban Planner,"sustainability, land use planning, zoning regulations, transportation planning",16.56,1125,"transportation planning, sustainability, zoning regulations, land use planning, gis",5,Mid
2022,Geotechnical Engineer,"plaxis, slope stability, bore log interpretation",6.09,562,"plaxis, slope stability",2,Mid
2020,Geotechnical Engineer,"slope stability, bore log interpretation, foundation design",20.4,453,"foundation design, slope stability, bore log interpretation, plaxis",4,Fresher
2020,Quantity Surveyor,"cost control, contracts, primavera",17.9,760,"primavera, contracts, cost control",3,Fresher
2022,Urban Planner,"sustainability, transportation planning, land use planning, zoning regulations, gis",11.43,914,"zoning regulations, sustainability",2,Fresher
2020,Highway Engineer,"traffic engineering, pavement design, irc codes, geometric design",18.33,324,"irc codes, geometric design, pavement design",3,Senior
2021,Site Engineer,"quality checks, method statement, safety management, site supervision, surveying",14.69,750,"site supervision, method statement, safety management, quality checks, surveying",5,Senior
2023,Quantity Surveyor,"primavera, contracts, estimation, boq, cost control",16.89,767,"estimation, cost control, primavera",3,Mid
2020,Site Engineer,"surveying, quality checks, site supervision",19.84,355,"quality checks, site supervision, surveying",3,Fresher
2017,Project Manager Civil,"pmp, risk management, contract administration, primavera",14.17,805,"primavera, risk management, contract administration, pmp",4,Fresher
2015,Highway Engineer,"geometric design, irc codes, autocad civil 3d",17.24,665,"autocad civil 3d, geometric design, irc codes, pavement design",4,Mid
2023,BIM Civil Engineer,"civil 3d, navisworks, revit",6.63,603,"civil 3d, revit, navisworks",3,Senior
2024,Site Engineer,"method statement, quality checks, surveying",8.13,895,"method statement, surveying, quality checks",3,Fresher
2022,Quantity Surveyor,"estimation, boq, primavera, cost control, contracts",10.22,966,"cost control, primavera, estimation",3,Mid
