Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2016,Embedded Systems Engineer,"spi protocol, microcontroller, firmware, arm cortex",4.5,946,"microcontroller, arm cortex, firmware",3,Fresher
2024,RF Engineer,"network analyzer, impedance matching, smith chart",17.7,630,"impedance matching, smith chart, network analyzer",3,Fresher
2023,VLSI Design Engineer,"timing closure, vhdl, synthesis",7.15,842,"timing closure, vhdl, synthesis",3,Fresher
2019,RF Engineer,"impedance matching, smith chart, antenna design, network analyzer",19.27,448,"impedance matching, antenna design, network analyzer, smith chart",4,Fresher
2017,Embedded Systems Engineer,"arm cortex, microcontroller, spi protocol",4.73,762,"microcontroller, spi protocol, arm cortex",3,Senior
2024,VLSI Design Engineer,"vhdl, rtl design, synthesis, timing closure",16.04,558,"timing closure, synthesis, rtl design, vhdl",4,Fresher
2017,Analog Design Engineer,"bandgap reference, layout, spice simulation",11.42,839,"spice simulation, bandgap reference, layout",3,Senior
2025,RF Engineer,"antenna design, rf chain, impedance matching, network analyzer, smith chart",6.77,409,"impedance matching, network analyzer",2,Fresher
2019,Hardware Test Engineer,"yield analysis, dft, ate testing",11.71,974,"dft, yield analysis, ate testing",3,Fresher
2016,Telecom Network Engineer,"link budget, ran planning, fiber optics, wireless protocols",9.21,588,"link budget, wireless protocols, fiber optics, ran planning, lte",5,Fresher
2016,Analog Design Engineer,"spice simulation, adc design, bandgap reference, layout, op amp design",16.62,1003,"op amp design, bandgap reference, layout",3,Senior
2016,PCB Design Engineer,"signal integrity, high speed pcb, altium designer, stackup design",15.83,662,"stackup design, high speed pcb, signal integrity, altium designer, emi emc",5,Fresher
2016,Analog Design Engineer,"adc design, layout, spice simulation, bandgap reference",10.65,531,"adc design, spice simulation, op amp design",3,Fresher
2018,VLSI Design Engineer,"rtl design, timing closure, vhdl, verilog",12.5,555,"timing closure, vhdl, verilog, rtl design",4,Mid
2022,RF Engineer,"antenna design, smith chart, rf chain, impedance matching",18.61,321,"smith chart, antenna design, impedance matching, rf chain",4,Fresher
2023,Hardware Test Engineer,"yield analysis, dft, test patterns",8.13,624,"dft, test patterns, yield analysis, boundary scan",4,Mid
2018,VLSI Design Engineer,"verilog, timing closure, vhdl",10.81,826,"verilog, vhdl",2,Fresher
2023,Hardware Test Engineer,"yield analysis, boundary scan, dft",5.55,747,"dft, yield analysis",2,Mid
2017,PCB Design Engineer,"signal integrity, altium designer, emi emc, stackup design",9.65,862,"stackup design, emi emc",2,Senior
2023,Embedded Systems Engineer,"spi protocol, arm cortex, firmware, microcontroller, rtos",16.81,420,"rtos, arm cortex, microcontroller, spi protocol, firmware",5,Senior
2024,Hardware Test Engineer,"ate testing, yield analysis, boundary scan, dft, test patterns",8.07,877,"dft, boundary scan, test patterns, ate testing",4,Fresher
2023,DSP Engineer,"fft, digital filters, fixed point arithmetic",6.58,726,"fft, digital filters, fixed point arithmetic",3,Mid
2018,DSP Engineer,"digital filters, fixed point arithmetic, matlab",11.36,777,"matlab, fixed point arithmetic, digital filters",3,Mid
2022,RF Engineer,"antenna design, impedance matching, rf chain",17.07,726,"antenna design, rf chain, impedance matching",3,Fresher
2015,Embedded Systems Engineer,"firmware, spi protocol, rtos",3.71,471,"rtos, firmware, spi protocol",3,Mid
2019,Telecom Network Engineer,"lte, fiber optics, link budget, wireless protocols",8.98,856,"lte, fiber optics, link budget, wireless protocols",4,Senior
2018,VLSI Design Engineer,"timing closure, verilog, vhdl",20.9,683,"timing closure, verilog, vhdl",3,Fresher
2016,VLSI Design Engineer,"rtl design, synthesis, vhdl",19.1,750,"rtl design, synthesis, vhdl",3,Fresher
2024,Telecom Network Engineer,"lte, wireless protocols, ran planning, link budget, fiber optics",9.33,849,"lte, fiber optics, wireless protocols, link budget, ran planning",5,Mid
2021,Hardware Test Engineer,"boundary scan, test patterns, dft, yield analysis, ate testing",9.44,314,"dft, test patterns",2,Senior
2018,VLSI Design Engineer,"rtl design, vhdl, timing closure, verilog, synthesis",20.6,718,"rtl design, synthesis, verilog, timing closure",4,Fresher
2022,DSP Engineer,"communications algorithms, fixed point arithmetic, digital filters",9.32,522,"fixed point arithmetic, communications algorithms, digital filters, fft",4,Fresher
2017,VLSI Design Engineer,"vhdl, timing closure, rtl design, verilog",13.4,603,"rtl design, timing closure, verilog, vhdl",4,Senior
2023,PCB Design Engineer,"signal integrity, altium designer, high speed pcb",14.48,987,"high speed pcb, signal integrity",2,Mid
2024,VLSI Design Engineer,"vhdl, synthesis, rtl design, timing closure",12.95,553,"rtl design, vhdl",2,Mid
2024,VLSI Design Engineer,"verilog, synthesis, rtl design",3.65,738,"rtl design, verilog, synthesis",3,Senior
2023,Embedded Systems Engineer,"spi protocol, arm cortex, firmware",7.98,836,"firmware, spi protocol, arm cortex",3,Fresher
2022,Analog Design Engineer,"op amp design, layout, bandgap reference, adc design",8.79,804,"adc design, op amp design, layout",3,Senior
2016,RF Engineer,"rf chain, smith chart, network analyzer, antenna design",12.89,438,"rf chain, network analyzer, antenna design, smith chart, impedance matching",5,Fresher
2025,VLSI Design Engineer,"rtl design, vhdl, timing closure",18.62,666,"rtl design, vhdl, timing closure, synthesis",4,Senior
2024,Hardware Test Engineer,"ate testing, dft, boundary scan",8.69,910,"dft, ate testing, boundary scan",3,Mid
2021,Analog Design Engineer,"spice simulation, layout, adc design",12.03,939,"layout, adc design, spice simulation",3,Fresher
2016,VLSI Design Engineer,"synthesis, verilog, rtl design, vhdl",19.49,821,"verilog, rtl design",2,Senior
2022,DSP Engineer,"fixed point arithmetic, matlab, digital filters, fft",9.92,629,"digital filters, fixed point arithmetic, matlab",3,Fresher
2024,PCB Design Engineer,"stackup design, high speed pcb, emi emc",9.67,461,"high speed pcb, stackup design",2,Mid
2020,Hardware Test Engineer,"dft, ate testing, boundary scan, test patterns, yield analysis",12.11,1039,"dft, test patterns, yield analysis, boundary scan",4,Fresher
2020,Telecom Network Engineer,"lte, link budget, ran planning, wireless protocols",5.57,742,"wireless protocols, ran planning, lte, link budget",4,Fresher
2023,VLSI Design Engineer,"vhdl, timing closure, synthesis, rtl design, verilog",13.95,561,"synthesis, vhdl, rtl design, verilog",4,Senior
2019,Hardware Test Engineer,"boundary scan, yield analysis, ate testing, dft, test patterns",10.34,541,"ate testing, yield analysis, dft",3,Fresher
2020,Hardware Test Engineer,"yield analysis, dft, test patterns, ate testing",13.85,777,"yield analysis, test patterns, dft, ate testing",4,Mid
2020,Telecom Network Engineer,"lte, wireless protocols, link budget, fiber optics",11.91,697,"link budget, lte, fiber optics, wireless protocols",4,Mid
2020,Telecom Network Engineer,"wireless protocols, fiber optics, ran planning, lte",8.47,674,"ran planning, wireless protocols",2,Senior
2024,PCB Design Engineer,"stackup design, altium designer, high speed pcb, signal integrity, emi emc",13.57,609,"high speed pcb, emi emc, stackup design, altium designer",4,Mid
2025,Embedded Systems Engineer,"spi protocol, microcontroller, rtos, firmware",10.94,882,"firmware, microcontroller, rtos, spi protocol",4,Senior
2016,Hardware Test Engineer,"ate testing, test patterns, boundary scan, yield analysis, dft",18.18,899,"boundary scan, yield analysis, ate testing, test patterns, dft",5,Fresher
2024,PCB Design Engineer,"high speed pcb, signal integrity, altium designer, stackup design",4.63,428,"stackup design, high speed pcb, signal integrity",3,Mid
2016,RF Engineer,"rf chain, smith chart, impedance matching, network analyzer, antenna design",4.71,514,"network analyzer, impedance matching, antenna design",3,Fresher
2022,Telecom Network Engineer,"lte, link budget, fiber optics, ran planning",12.93,627,"ran planning, link budget, lte, fiber optics",4,Mid
2023,Hardware Test Engineer,"yield analysis, ate testing, test patterns",20.92,436,"yield analysis, test patterns, ate testing",3,Mid
2021,Telecom Network Engineer,"lte, fiber optics, wireless protocols",18.51,591,"fiber optics, lte, wireless protocols",3,Mid
2015,Hardware Test Engineer,"dft, ate testing, test patterns, yield analysis, boundary scan",14.2,720,"ate testing, boundary scan",2,Mid
2023,DSP Engineer,"matlab, communications algorithms, fixed point arithmetic, fft, digital filters",21.46,632,"fixed point arithmetic, communications algorithms, digital filters, fft",4,Mid
2021,PCB Design Engineer,"altium designer, stackup design, signal integrity, emi emc",10.57,688,"emi emc, altium designer",2,Mid
2025,Hardware Test Engineer,"test patterns, yield analysis, boundary scan, ate testing, dft",21.46,943,"boundary scan, yield analysis, test patterns",3,Mid
2019,RF Engineer,"rf chain, impedance matching, network analyzer",18.45,986,"network analyzer, rf chain, impedance matching",3,Senior
2018,VLSI Design Engineer,"vhdl, timing closure, verilog, synthesis",10.51,773,"synthesis, vhdl, timing closure, verilog",4,Mid
2021,PCB Design Engineer,"signal integrity, altium designer, emi emc, stackup design, high speed pcb",17.42,495,"stackup design, altium designer, high speed pcb, signal integrity, emi emc",5,Mid
2015,DSP Engineer,"fixed point arithmetic, communications algorithms, fft, matlab, digital filters",18.55,885,"communications algorithms, digital filters",2,Fresher
2018,Analog Design Engineer,"layout, op amp design, spice simulation, bandgap reference, adc design",16.66,419,"op amp design, bandgap reference, layout, adc design",4,Mid
2015,DSP Engineer,"matlab, digital filters, fixed point arithmetic, communications algorithms",13.74,905,"fixed point arithmetic, communications algorithms, fft",3,Senior
2024,PCB Design Engineer,"emi emc, stackup design, signal integrity",13.1,624,"signal integrity, emi emc, stackup design, high speed pcb",4,Senior
2019,RF Engineer,"network analyzer, rf chain, antenna design, smith chart, impedance matching",17.21,701,"antenna design, smith chart",2,Fresher
2015,Embedded Systems Engineer,"firmware, microcontroller, arm cortex, rtos, spi protocol",16.03,1053,"firmware, spi protocol, rtos",3,Senior
2015,Hardware Test Engineer,"yield analysis, ate testing, dft, boundary scan",8.69,685,"boundary scan, yield analysis, dft",3,Senior
2018,VLSI Design Engineer,"synthesis, timing closure, verilog, rtl design",8.21,639,"rtl design, timing closure, verilog, vhdl",4,Fresher
2015,Analog Design Engineer,"op amp design, bandgap reference, layout, adc design, spice simulation",15.54,582,"layout, op amp design, spice simulation, adc design",4,Fresher
2018,Hardware Test Engineer,"ate testing, boundary scan, yield analysis, dft",4.41,722,"dft, yield analysis, ate testing, boundary scan, test patterns",5,Senior
2024,Embedded Systems Engineer,"firmware, rtos, arm cortex",12.04,761,"rtos, arm cortex, firmware",3,Senior
2021,DSP Engineer,"matlab, communications algorithms, digital filters, fixed point arithmetic, fft",16.77,540,"digital filters, matlab, communications algorithms, fft, fixed point arithmetic",5,Mid
2017,VLSI Design Engineer,"verilog, rtl design, synthesis, vhdl",8.9,658,"vhdl, rtl design, synthesis, verilog, timing closure",5,Senior
2016,Analog Design Engineer,"adc design, spice simulation, op amp design",20.38,758,"adc design, spice simulation, op amp design",3,Fresher
2020,Hardware Test Engineer,"ate testing, test patterns, dft",12.38,838,"ate testing, test patterns, dft, yield analysis",4,Senior
2020,PCB Design Engineer,"high speed pcb, signal integrity, altium designer",19.02,841,"altium designer, signal integrity, high speed pcb",3,Senior
2024,DSP Engineer,"communications algorithms, digital filters, fft, fixed point arithmetic",21.36,700,"communications algorithms, fft, digital filters",3,Senior
2021,Embedded Systems Engineer,"rtos, microcontroller, firmware, arm cortex",20.66,830,"microcontroller, firmware, rtos, arm cortex",4,Fresher
2025,PCB Design Engineer,"emi emc, signal integrity, stackup design, high speed pcb",11.85,1022,"emi emc, stackup design",2,Fresher
2021,PCB Design Engineer,"stackup design, signal integrity, emi emc, altium designer",3.74,560,"stackup design, emi emc, altium designer, signal integrity",4,Senior
2020,Embedded Systems Engineer,"microcontroller, rtos, firmware",21.32,639,"microcontroller, rtos, firmware",3,Mid
2024,Analog Design Engineer,"bandgap reference, op amp design, layout",20.16,544,"layout, bandgap reference, op amp design, adc design",4,Senior
2022,DSP Engineer,"fft, matlab, communications algorithms, fixed point arithmetic",16.36,222,"fft, communications algorithms, fixed point arithmetic, matlab",4,Senior
2018,PCB Design Engineer,"signal integrity, altium designer, emi emc, high speed pcb",3.76,735,"signal integrity, altium designer, emi emc, stackup design",4,Senior
2019,RF Engineer,"rf chain, antenna design, network analyzer, smith chart",20.16,463,"smith chart, antenna design, rf chain, network analyzer",4,Mid
2023,PCB Design Engineer,"stackup design, emi emc, altium designer, signal integrity",8.75,640,"signal integrity, stackup design, altium designer, emi emc",4,Senior
2019,RF Engineer,"smith chart, impedance matching, antenna design, rf chain",17.87,604,"antenna design, impedance matching, smith chart, rf chain, network analyzer",5,Fresher
2015,PCB Design Engineer,"altium designer, signal integrity, emi emc",8.37,796,"signal integrity, altium designer, emi emc, stackup design",4,Senior
2019,VLSI Design Engineer,"vhdl, synthesis, rtl design, timing closure, verilog",13.94,530,"synthesis, vhdl, verilog",3,Mid
2023,Analog Design Engineer,"bandgap reference, op amp design, layout, adc design, spice simulation",20.11,988,"bandgap reference, op amp design",2,Fresher
2018,Hardware Test Engineer,"test patterns, yield analysis, dft",20.36,1054,"yield analysis, dft, test patterns",3,Senior
2022,Telecom Network Engineer,"wireless protocols, fiber optics, link budget, ran planning",9.01,790,"link budget, fiber optics, ran planning, wireless protocols",4,Senior
2016,Analog Design Engineer,"bandgap reference, op amp design, layout",12.11,696,"op amp design, bandgap reference, layout",3,Mid
2020,VLSI Design Engineer,"synthesis, timing closure, verilog",19.87,807,"timing closure, verilog, synthesis",3,Fresher
2024,PCB Design Engineer,"signal integrity, altium designer, emi emc",11.44,611,"emi emc, signal integrity, altium designer, high speed pcb",4,Senior
2020,Analog Design Engineer,"layout, adc design, op amp design, spice simulation, bandgap reference",6.42,611,"bandgap reference, op amp design, adc design, layout",4,Senior
2020,PCB Design Engineer,"emi emc, high speed pcb, signal integrity, altium designer, stackup design",12.44,761,"altium designer, signal integrity",2,Mid
2022,PCB Design Engineer,"stackup design, altium designer, high speed pcb, signal integrity, emi emc",6.06,733,"altium designer, emi emc, stackup design, high speed pcb, signal integrity",5,Mid
2024,Analog Design Engineer,"bandgap reference, layout, adc design, op amp design",10.92,538,"op amp design, layout, adc design",3,Mid
2017,VLSI Design Engineer,"verilog, synthesis, vhdl, timing closure",7.08,424,"vhdl, synthesis, verilog, timing closure, rtl design",5,Fresher
2015,Hardware Test Engineer,"test patterns, yield analysis, dft, boundary scan",11.02,615,"boundary scan, dft",2,Fresher
2021,RF Engineer,"rf chain, antenna design, network analyzer",20.4,845,"antenna design, rf chain, network analyzer, impedance matching",4,Fresher
2021,Hardware Test Engineer,"test patterns, ate testing, dft, yield analysis",10.57,949,"ate testing, test patterns",2,Senior
2025,PCB Design Engineer,"high speed pcb, altium designer, signal integrity",14.42,1155,"signal integrity, high speed pcb, altium designer",3,Senior
2022,PCB Design Engineer,"high speed pcb, signal integrity, emi emc",7.4,709,"emi emc, high speed pcb, signal integrity",3,Senior
2015,Analog Design Engineer,"bandgap reference, op amp design, layout",15.58,170,"layout, op amp design, adc design",3,Fresher
2020,Telecom Network Engineer,"ran planning, fiber optics, wireless protocols",19.29,780,"ran planning, wireless protocols, fiber optics, lte",4,Mid
2015,VLSI Design Engineer,"vhdl, rtl design, verilog",21.72,966,"vhdl, verilog",2,Fresher
2019,Embedded Systems Engineer,"spi protocol, arm cortex, firmware",6.04,545,"spi protocol, firmware",2,Senior
2015,Hardware Test Engineer,"boundary scan, test patterns, yield analysis",19.41,843,"test patterns, yield analysis",2,Mid
2015,Hardware Test Engineer,"boundary scan, ate testing, dft, test patterns, yield analysis",8.51,789,"yield analysis, test patterns, boundary scan, dft, ate testing",5,Mid
2023,RF Engineer,"impedance matching, smith chart, rf chain, network analyzer",13.51,817,"smith chart, network analyzer, impedance matching, rf chain, antenna design",5,Senior
2023,Embedded Systems Engineer,"microcontroller, spi protocol, arm cortex",15.75,505,"arm cortex, microcontroller",2,Mid
2016,RF Engineer,"rf chain, smith chart, network analyzer, impedance matching",17.86,454,"rf chain, impedance matching, smith chart",3,Fresher
2022,DSP Engineer,"matlab, fft, fixed point arithmetic",20.76,663,"matlab, fixed point arithmetic, digital filters",3,Senior
2025,PCB Design Engineer,"signal integrity, stackup design, emi emc",7.86,497,"stackup design, emi emc, signal integrity, altium designer",4,Fresher
2015,PCB Design Engineer,"signal integrity, emi emc, stackup design, altium designer, high speed pcb",12.21,868,"emi emc, altium designer, high speed pcb, signal integrity, stackup design",5,Mid
2022,Analog Design Engineer,"spice simulation, op amp design, adc design, bandgap reference",13.04,833,"spice simulation, op amp design, adc design, bandgap reference, layout",5,Mid
2024,RF Engineer,"antenna design, network analyzer, smith chart, impedance matching",20.4,554,"network analyzer, impedance matching, antenna design, smith chart",4,Senior
2015,Telecom Network Engineer,"lte, fiber optics, ran planning, wireless protocols, link budget",5.48,923,"lte, ran planning, wireless protocols, fiber optics",4,Fresher
2015,PCB Design Engineer,"stackup design, high speed pcb, altium designer",11.51,980,"high speed pcb, stackup design, altium designer",3,Senior
2024,Hardware Test Engineer,"yield analysis, boundary scan, dft, ate testing",4.42,982,"dft, yield analysis, test patterns",3,Senior
2025,DSP Engineer,"digital filters, fixed point arithmetic, communications algorithms",21.87,835,"digital filters, fixed point arithmetic, communications algorithms",3,Mid
2018,Analog Design Engineer,"adc design, layout, bandgap reference, spice simulation",13.07,755,"layout, spice simulation, bandgap reference, adc design, op amp design",5,Fresher
2015,DSP Engineer,"matlab, communications algorithms, digital filters, fft, fixed point arithmetic",8.72,817,"fft, communications algorithms, digital filters, matlab, fixed point arithmetic",5,Senior
2025,VLSI Design Engineer,"synthesis, timing closure, rtl design, verilog",7.02,663,"timing closure, verilog, synthesis",3,Senior
2024,Hardware Test Engineer,"boundary scan, ate testing, dft, test patterns, yield analysis",21.14,677,"test patterns, yield analysis, dft, ate testing",4,Fresher
2025,PCB Design Engineer,"signal integrity, high speed pcb, altium designer, emi emc",8.74,432,"emi emc, signal integrity, altium designer, high speed pcb",4,Senior
2018,VLSI Design Engineer,"rtl design, vhdl, synthesis",12.35,782,"synthesis, vhdl, rtl design",3,Fresher
2018,DSP Engineer,"fixed point arithmetic, fft, digital filters, matlab",18.13,724,"fixed point arithmetic, fft, matlab, digital filters, communications algorithms",5,Senior
2020,Embedded Systems Engineer,"microcontroller, rtos, spi protocol, firmware, arm cortex",6.39,159,"microcontroller, rtos, firmware, arm cortex, spi protocol",5,Senior
2021,Telecom Network Engineer,"lte, ran planning, link budget, fiber optics, wireless protocols",5.85,825,"link budget, wireless protocols",2,Mid
2022,PCB Design Engineer,"stackup design, emi emc, signal integrity, altium designer",13.04,679,"emi emc, altium designer, stackup design, signal integrity",4,Fresher
2022,VLSI Design Engineer,"synthesis, timing closure, rtl design, verilog, vhdl",16.77,579,"rtl design, verilog",2,Senior
2019,Analog Design Engineer,"adc design, layout, op amp design",20.58,660,"op amp design, layout",2,Fresher
2017,VLSI Design Engineer,"verilog, rtl design, vhdl",19.21,690,"verilog, rtl design, vhdl",3,Mid
2023,Analog Design Engineer,"bandgap reference, op amp design, spice simulation, layout",16.37,999,"spice simulation, op amp design, bandgap reference, layout",4,Mid
2016,VLSI Design Engineer,"vhdl, rtl design, verilog",19.65,601,"verilog, rtl design, vhdl, timing closure",4,Fresher
2018,VLSI Design Engineer,"synthesis, verilog, rtl design, vhdl, timing closure",9.05,745,"vhdl, synthesis, rtl design, verilog, timing closure",5,Mid
2023,Analog Design Engineer,"layout, adc design, bandgap reference, spice simulation, op amp design",6.04,684,"adc design, spice simulation, op amp design, bandgap reference, layout",5,Senior
2018,Analog Design Engineer,"spice simulation, bandgap reference, layout",12.41,835,"spice simulation, bandgap reference",2,Mid
2019,Analog Design Engineer,"op amp design, spice simulation, adc design, layout, bandgap reference",10.52,894,"op amp design, layout",2,Fresher
2025,Telecom Network Engineer,"wireless protocols, link budget, lte",15.53,759,"wireless protocols, lte, link budget",3,Senior
2017,Telecom Network Engineer,"fiber optics, lte, ran planning",17.28,473,"fiber optics, ran planning, wireless protocols",3,Senior
2020,VLSI Design Engineer,"timing closure, synthesis, rtl design, vhdl, verilog",17.56,615,"rtl design, synthesis, verilog, timing closure, vhdl",5,Fresher
2017,PCB Design Engineer,"emi emc, high speed pcb, signal integrity, stackup design",20.46,372,"high speed pcb, emi emc, stackup design, signal integrity",4,Mid
2018,RF Engineer,"rf chain, network analyzer, antenna design",13.12,579,"network analyzer, rf chain, antenna design",3,Fresher
2021,VLSI Design Engineer,"rtl design, vhdl, synthesis, timing closure",17.98,1056,"vhdl, timing closure, synthesis, rtl design, verilog",5,Fresher
2022,Hardware Test Engineer,"dft, boundary scan, ate testing",18.54,574,"dft, ate testing, boundary scan",3,Senior
2018,Hardware Test Engineer,"ate testing, test patterns, yield analysis, dft",8.94,1208,"ate testing, test patterns, yield analysis, dft",4,Mid
2017,RF Engineer,"rf chain, antenna design, network analyzer",5.87,585,"antenna design, network analyzer",2,Mid
2024,Analog Design Engineer,"op amp design, bandgap reference, layout, adc design",8.43,757,"layout, bandgap reference, adc design, op amp design",4,Mid
2019,Embedded Systems Engineer,"spi protocol, firmware, microcontroller, arm cortex, rtos",14.21,585,"microcontroller, arm cortex, spi protocol, rtos",4,Fresher
2025,Embedded Systems Engineer,"firmware, rtos, arm cortex, microcontroller",16.86,1118,"firmware, rtos, arm cortex",3,Senior
2023,Embedded Systems Engineer,"spi protocol, firmware, microcontroller",10.64,646,"spi protocol, firmware",2,Senior
2019,Analog Design Engineer,"bandgap reference, adc design, spice simulation, op amp design",14.8,532,"op amp design, bandgap reference, adc design",3,Mid
2022,Hardware Test Engineer,"ate testing, dft, boundary scan, yield analysis",20.93,575,"ate testing, yield analysis",2,Senior
2015,DSP Engineer,"matlab, fixed point arithmetic, communications algorithms",21.55,824,"matlab, fixed point arithmetic, communications algorithms",3,Senior
2024,Hardware Test Engineer,"boundary scan, yield analysis, test patterns",12.24,785,"yield analysis, boundary scan, test patterns",3,Senior
2025,PCB Design Engineer,"emi emc, stackup design, high speed pcb",13.22,782,"emi emc, stackup design, high speed pcb",3,Fresher
2022,RF Engineer,"rf chain, smith chart, network analyzer, impedance matching",20.92,625,"impedance matching, rf chain",2,Fresher
2016,Telecom Network Engineer,"wireless protocols, fiber optics, link budget, ran planning, lte",20.22,646,"lte, link budget, ran planning, fiber optics",4,Mid
2023,Telecom Network Engineer,"link budget, lte, ran planning, wireless protocols, fiber optics",21.47,485,"fiber optics, wireless protocols, link budget",3,Fresher
2019,Analog Design Engineer,"spice simulation, op amp design, adc design, bandgap reference",14.44,642,"op amp design, spice simulation, adc design",3,Fresher
2019,VLSI Design Engineer,"rtl design, synthesis, timing closure",17.77,725,"synthesis, rtl design",2,Fresher
2021,Telecom Network Engineer,"fiber optics, lte, ran planning, wireless protocols",6.79,482,"fiber optics, lte, ran planning",3,Senior
2024,Embedded Systems Engineer,"microcontroller, spi protocol, rtos",5.06,588,"microcontroller, rtos",2,Senior
2019,Embedded Systems Engineer,"rtos, microcontroller, firmware, arm cortex",16.18,416,"rtos, firmware, arm cortex, spi protocol",4,Fresher
2022,Analog Design Engineer,"layout, adc design, op amp design",10.71,846,"op amp design, adc design, layout",3,Mid
2020,DSP Engineer,"communications algorithms, fft, fixed point arithmetic, digital filters, matlab",18.07,991,"fft, communications algorithms",2,Fresher
2019,PCB Design Engineer,"emi emc, high speed pcb, stackup design, signal integrity",6.32,849,"stackup design, emi emc, signal integrity, high speed pcb",4,Mid
2015,RF Engineer,"impedance matching, smith chart, network analyzer, antenna design, rf chain",13.86,829,"smith chart, rf chain",2,Fresher
2017,DSP Engineer,"fft, matlab, fixed point arithmetic",6.76,479,"fixed point arithmetic, matlab, fft, communications algorithms",4,Senior
2022,Embedded Systems Engineer,"arm cortex, spi protocol, firmware, microcontroller, rtos",9.12,637,"rtos, microcontroller, firmware, spi protocol, arm cortex",5,Senior
2015,VLSI Design Engineer,"vhdl, verilog, synthesis, rtl design, timing closure",19.52,766,"rtl design, vhdl",2,Mid
2021,DSP Engineer,"matlab, communications algorithms, fft",10.78,844,"communications algorithms, matlab, fft, digital filters",4,Senior
2015,VLSI Design Engineer,"timing closure, rtl design, vhdl, synthesis",15.13,731,"synthesis, rtl design, timing closure, vhdl",4,Mid
2020,DSP Engineer,"fft, matlab, digital filters",5.38,720,"fft, digital filters, matlab",3,Mid
2024,Hardware Test Engineer,"dft, boundary scan, ate testing, yield analysis",16.11,477,"dft, ate testing",2,Mid
2020,Embedded Systems Engineer,"spi protocol, microcontroller, arm cortex",12.21,880,"arm cortex, microcontroller, spi protocol",3,Mid
2021,Analog Design Engineer,"adc design, op amp design, spice simulation, bandgap reference",9.8,549,"op amp design, bandgap reference",2,Senior
2018,DSP Engineer,"fixed point arithmetic, communications algorithms, matlab",7.5,691,"communications algorithms, fixed point arithmetic, digital filters",3,Senior
2024,PCB Design Engineer,"altium designer, high speed pcb, stackup design",10.17,425,"altium designer, high speed pcb, stackup design, emi emc",4,Fresher
2020,Embedded Systems Engineer,"firmware, microcontroller, spi protocol, arm cortex, rtos",8.22,724,"spi protocol, arm cortex, microcontroller, firmware",4,Senior
2018,Embedded Systems Engineer,"microcontroller, spi protocol, rtos",13.03,987,"microcontroller, spi protocol, rtos",3,Fresher
2021,Telecom Network Engineer,"lte, ran planning, fiber optics, wireless protocols, link budget",8.66,760,"lte, ran planning",2,Fresher
2024,Embedded Systems Engineer,"microcontroller, firmware, rtos",6.33,661,"rtos, firmware, microcontroller",3,Senior
2022,VLSI Design Engineer,"timing closure, synthesis, vhdl, rtl design, verilog",11.1,805,"verilog, rtl design, timing closure, vhdl",4,Fresher
2019,RF Engineer,"network analyzer, antenna design, impedance matching",12.19,732,"impedance matching, network analyzer",2,Fresher
2019,VLSI Design Engineer,"vhdl, timing closure, rtl design, synthesis, verilog",10.02,660,"rtl design, verilog, synthesis",3,Fresher
2016,RF Engineer,"antenna design, impedance matching, network analyzer, smith chart",18.53,831,"antenna design, impedance matching",2,Senior
2020,Telecom Network Engineer,"ran planning, link budget, wireless protocols, fiber optics",11.8,704,"ran planning, link budget, wireless protocols, fiber optics, lte",5,Senior
2023,Hardware Test Engineer,"yield analysis, boundary scan, ate testing, test patterns",19.02,717,"yield analysis, ate testing, test patterns, boundary scan, dft",5,Mid
2021,RF Engineer,"network analyzer, antenna design, rf chain, smith chart",12.21,539,"rf chain, antenna design",2,Fresher
2016,PCB Design Engineer,"stackup design, signal integrity, emi emc",13.92,864,"stackup design, signal integrity, emi emc",3,Mid
2016,PCB Design Engineer,"altium designer, emi emc, stackup design",15.12,775,"emi emc, altium designer, high speed pcb",3,Mid
2020,Telecom Network Engineer,"wireless protocols, lte, fiber optics, link budget",16.27,760,"lte, link budget, fiber optics, wireless protocols",4,Senior
2018,Hardware Test Engineer,"boundary scan, ate testing, dft, yield analysis, test patterns",9.68,528,"boundary scan, ate testing, test patterns",3,Fresher
2022,DSP Engineer,"digital filters, matlab, communications algorithms",3.98,508,"communications algorithms, digital filters, matlab, fixed point arithmetic",4,Mid
2021,VLSI Design Engineer,"synthesis, rtl design, vhdl, verilog",20.53,848,"synthesis, rtl design, verilog, vhdl",4,Fresher
2017,Analog Design Engineer,"spice simulation, op amp design, bandgap reference, adc design, layout",8.19,724,"spice simulation, bandgap reference, layout, adc design, op amp design",5,Senior
2018,Hardware Test Engineer,"boundary scan, ate testing, dft, yield analysis",4.22,672,"boundary scan, ate testing, yield analysis, dft",4,Mid
2016,Hardware Test Engineer,"test patterns, boundary scan, dft, yield analysis",13.61,841,"boundary scan, dft, test patterns",3,Mid
2025,Analog Design Engineer,"adc design, spice simulation, op amp design, bandgap reference, layout",5.85,879,"bandgap reference, layout",2,Mid
2023,RF Engineer,"rf chain, smith chart, antenna design, network analyzer, impedance matching",6.55,729,"antenna design, smith chart",2,Fresher
2022,Hardware Test Engineer,"yield analysis, ate testing, dft, boundary scan, test patterns",17.17,1454,"yield analysis, test patterns, ate testing",3,Senior
